_id,tracking_number,carrier,scans[0].timestamp,scans[0].scan,scans[1].timestamp,scans[1].scan,scans[2].timestamp,scans[2].scan,scans[3].timestamp,scans[3].scan,scans[4].timestamp,scans[4].scan,scans[5].timestamp,scans[5].scan,scans[6].timestamp,scans[6].scan,scans[7].timestamp,scans[7].scan,scans[8].timestamp,scans[8].scan,scans[9].timestamp,scans[9].scan,scans[10].timestamp,scans[10].scan,scans[11].timestamp,scans[11].scan,scans[12].timestamp,scans[12].scan,scans[13].timestamp,scans[13].scan,scans[14].timestamp,scans[14].scan,scans[15].timestamp,scans[15].scan,scans[16].timestamp,scans[16].scan,scans[17].timestamp,scans[17].scan,scans[18].timestamp,scans[18].scan,scans[19].timestamp,scans[19].scan,scans[20].timestamp,scans[20].scan,scans[21].timestamp,scans[21].scan,scans[22].timestamp,scans[22].scan,scans[23].timestamp,scans[23].scan,scans[24].timestamp,scans[24].scan,scans[25].timestamp,scans[25].scan,scans[26].timestamp,scans[26].scan,scans[27].timestamp,scans[27].scan,scans[28].timestamp,scans[28].scan,scans[29].timestamp,scans[29].scan,scans[30].timestamp,scans[30].scan,scans[31].timestamp,scans[31].scan,scans[32].timestamp,scans[32].scan,scans[33].timestamp,scans[33].scan,scans[34].timestamp,scans[34].scan,scans[35].timestamp,scans[35].scan,scans[36].timestamp,scans[36].scan,scans[37].timestamp,scans[37].scan,scans[38].timestamp,scans[38].scan,scans[39].timestamp,scans[39].scan,scans[40].timestamp,scans[40].scan,scans[41].timestamp,scans[41].scan,scans[42].timestamp,scans[42].scan,scans[43].timestamp,scans[43].scan,scans[44].timestamp,scans[44].scan,scans[45].timestamp,scans[45].scan,scans[46].timestamp,scans[46].scan,scans[47].timestamp,scans[47].scan,scans[48].timestamp,scans[48].scan,scans[49].timestamp,scans[49].scan,scans[50].timestamp,scans[50].scan,scans[51].timestamp,scans[51].scan,scans[52].timestamp,scans[52].scan,scans[53].timestamp,scans[53].scan,scans[54].timestamp,scans[54].scan,scans[55].timestamp,scans[55].scan,scans[56].timestamp,scans[56].scan
67d7c109380fe7c6439d441a,H00FFA0003191324,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-02T09:13:53,shipment manifested,2025-01-02T12:03:08,shipment dropped off awaiting carrier collection,2025-01-02T13:03:28,shipment collected,2025-01-02T18:58:06,warehouse scan,2025-01-03T18:16:45,package relabelled,2025-01-03T18:18:57,warehouse scan,2025-01-03T18:19:57,warehouse scan,2025-01-03T23:50:46,warehouse scan,2025-01-04T09:56:57,out for delivery,2025-01-04T10:12:51,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d4434,TI5113698,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-12-30T00:00:00,shipment manifested,2024-12-30T12:50:00,in transit,2024-12-30T12:50:00,shipment collected,2024-12-30T12:51:14,shipment collected,2024-12-30T20:16:00,in transit,2024-12-31T11:10:00,warehouse scan,2025-01-02T03:43:00,out for delivery,2025-01-02T03:43:00,warehouse scan,2025-01-02T13:28:00,delivery attempted,2025-01-02T13:28:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d4452,H00FRA0002175082,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-23T16:12:40,shipment manifested,2024-12-24T07:10:00,collection scheduled,2024-12-24T09:35:26,shipment collected,2024-12-27T15:11:39,warehouse scan,2024-12-28T17:41:28,warehouse scan,2024-12-28T17:49:47,warehouse scan,2024-12-29T00:30:14,in transit,2024-12-29T03:37:12,warehouse scan,2024-12-29T10:46:50,out for delivery,2024-12-29T10:51:16,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d7f8e,1Z7E524X0496284589,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-18T23:51:54,shipment manifested,2024-12-19T17:21:37,shipment collected,2024-12-19T18:10:53,in transit,2024-12-19T19:30:00,in transit,2024-12-19T21:00:00,in transit,2024-12-19T21:50:50,export scan,2024-12-20T23:21:00,in transit,2024-12-21T08:37:00,in transit,2024-12-27T09:13:44,warehouse scan,2024-12-27T09:13:44,in transit,2024-12-27T14:00:00,delivery attempted. unable to collect tax payment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d7fa2,TI2242747,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-12-20T13:48:00,in transit,2024-12-20T13:48:00,shipment collected,2024-12-20T17:47:00,in transit,2024-12-20T19:33:56,shipment manifested,2024-12-20T23:29:00,in transit,2024-12-21T03:33:00,warehouse scan,2024-12-21T03:35:00,out for delivery,2024-12-23T10:37:00,delivery attempted,2024-12-23T10:37:00,delivery attempted,2024-12-24T00:05:00,out for delivery,2024-12-24T09:52:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d815d,H00FRA0002183192,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-03T10:05:24,shipment manifested,2025-01-03T10:50:14,shipment dropped off awaiting carrier collection,2025-01-06T16:58:17,warehouse scan,2025-01-07T06:46:20,warehouse scan,2025-01-07T14:49:20,warehouse scan,2025-01-08T10:55:06,out for delivery,2025-01-08T11:13:39,scheduled for delivery,2025-01-08T12:46:05,out for delivery,2025-01-08T13:18:05,scheduled for delivery,2025-01-08T14:02:19,delivered,2025-01-08T16:39:50,delivery attempted. receiver not available for delivery. delivery rescheduled for next business day.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d816b,1Z7E524X0491442032,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-03T10:53:30,shipment manifested,2025-01-06T14:08:44,shipment collected,2025-01-06T17:03:55,in transit,2025-01-06T18:30:00,in transit,2025-01-06T19:00:00,in transit,2025-01-06T20:10:32,export scan,2025-01-06T22:43:00,in transit,2025-01-06T23:48:00,in transit,2025-01-07T13:13:51,in transit,2025-01-07T14:23:35,out for delivery,2025-01-07T23:11:24,delivery attempted. receiver not available for delivery. delivery rescheduled for next business day.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8186,TI6702483,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-03T00:00:00,shipment manifested,2025-01-03T14:26:48,shipment collected,2025-01-03T14:27:00,in transit,2025-01-03T14:27:00,shipment collected,2025-01-03T16:33:00,in transit,2025-01-06T11:11:00,in transit,2025-01-06T21:59:00,warehouse scan,2025-01-07T00:16:00,out for delivery,2025-01-07T08:13:00,out for delivery,2025-01-07T13:03:00,delivery attempted,2025-01-07T13:03:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d81b9,TI7233954,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-06T10:32:00,in transit,2025-01-06T10:32:00,shipment collected,2025-01-06T15:44:45,shipment manifested,2025-01-06T18:17:00,in transit,2025-01-06T18:26:00,in transit,2025-01-07T01:08:00,in transit,2025-01-07T02:31:00,warehouse scan,2025-01-08T00:15:00,warehouse scan,2025-01-08T07:24:00,warehouse scan,2025-01-08T07:42:00,out for delivery,2025-01-08T11:25:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d81f4,f51891a4-5eed-4d4c-be67-39cf27d1c720-86137,01f30ac3-4496-408f-b1b0-dc6ed4a36006,2024-11-23T16:30:31,shipment manifested,2024-11-26T14:39:01,in transit,2024-11-26T15:48:12,internal activity scan,2024-11-26T17:16:54,in transit,2024-11-27T10:33:14,in transit,2024-11-27T10:33:16,in transit,2024-11-27T12:03:10,released by customs. clearance complete.,2024-12-28T13:33:06,in transit,2025-01-06T18:03:10,in transit,2025-01-09T19:33:06,in transit,2025-01-09T23:03:07,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d81fc,H00FFA0003192059,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-02T13:37:25,shipment manifested,2025-01-02T14:05:12,shipment dropped off awaiting carrier collection,2025-01-02T17:52:45,shipment collected,2025-01-02T22:49:02,warehouse scan,2025-01-03T15:02:28,warehouse scan,2025-01-04T05:40:21,warehouse scan,2025-01-04T10:57:54,out for delivery,2025-01-04T11:07:39,scheduled for delivery,2025-01-04T12:07:10,delivery attempted. unable to access the premises for delivery.,2025-01-04T13:03:21,out for delivery,2025-01-04T13:06:44,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8366,TI7153995,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-06T00:00:00,shipment manifested,2025-01-06T17:20:00,in transit,2025-01-06T17:20:00,shipment collected,2025-01-06T18:44:00,in transit,2025-01-06T23:55:01,in transit,2025-01-07T06:15:00,warehouse scan,2025-01-07T06:16:00,out for delivery,2025-01-07T09:29:00,out for delivery,2025-01-09T08:20:00,out for delivery,2025-01-09T12:42:00,delivery attempted,2025-01-09T12:42:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d83a3,H00FRA0002191404,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-08T19:41:06,shipment manifested,2025-01-09T07:56:48,shipment dropped off awaiting carrier collection,2025-01-09T18:17:31,shipment collected,2025-01-10T14:50:52,shipment collected,2025-01-10T19:47:40,warehouse scan,2025-01-10T20:41:37,warehouse scan,2025-01-11T01:24:23,warehouse scan,2025-01-11T02:14:26,in transit,2025-01-11T04:04:53,warehouse scan,2025-01-11T09:44:03,out for delivery,2025-01-11T10:07:10,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439db23f,1Z7E524X0496284589,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-18T23:51:54,shipment manifested,2024-12-19T17:21:37,shipment collected,2024-12-19T18:10:53,in transit,2024-12-19T19:30:00,in transit,2024-12-19T21:00:00,in transit,2024-12-19T21:50:50,export scan,2024-12-20T23:21:00,in transit,2024-12-21T08:37:00,in transit,2024-12-27T09:13:44,warehouse scan,2024-12-27T09:13:44,in transit,2024-12-27T14:00:00,delivery attempted. unable to collect tax payment.,2024-12-27T22:00:00,delivery attempted. unable to collect tax payment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439db24b,2875956671,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-12-07T18:40:00,shipment manifested,2024-12-09T10:00:00,shipment collected,2024-12-09T19:02:00,in transit,2024-12-09T23:13:00,warehouse scan,2024-12-10T07:21:00,arrival scan,2024-12-10T07:21:00,export scan,2024-12-10T07:27:00,export scan,2024-12-11T13:14:00,customs clearance in progress,2025-01-09T19:09:00,arrival scan,2025-01-10T06:36:00,arrival at delivery depot,2025-01-14T13:09:00,arrival at delivery depot,2025-01-14T14:57:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439db3dc,H00FRA0002175082,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-23T16:12:40,shipment manifested,2024-12-24T07:10:00,collection scheduled,2024-12-24T09:35:26,shipment collected,2024-12-27T15:11:39,warehouse scan,2024-12-28T17:41:28,warehouse scan,2024-12-28T17:49:47,warehouse scan,2024-12-29T00:30:14,in transit,2024-12-29T03:37:12,warehouse scan,2024-12-29T10:46:50,out for delivery,2024-12-29T10:51:16,delivery attempted. receiver not available for delivery,2024-12-30T10:34:02,out for delivery,2024-12-30T10:39:38,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439db3e5,1Z7E524X0492964842,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-03T10:53:30,shipment manifested,2025-01-06T14:08:44,shipment collected,2025-01-06T17:04:25,in transit,2025-01-06T18:30:00,in transit,2025-01-06T19:00:00,in transit,2025-01-06T20:10:05,export scan,2025-01-06T22:43:00,in transit,2025-01-06T23:48:00,in transit,2025-01-07T13:14:26,in transit,2025-01-07T14:06:54,out for delivery,2025-01-07T14:23:35,out for delivery,2025-01-07T23:11:24,delivery attempted. receiver not available for delivery. delivery rescheduled for next business day.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439db428,TI7233954,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-06T10:32:00,in transit,2025-01-06T10:32:00,shipment collected,2025-01-06T15:44:45,shipment manifested,2025-01-06T18:17:00,in transit,2025-01-06T18:26:00,in transit,2025-01-07T01:08:00,in transit,2025-01-07T02:31:00,warehouse scan,2025-01-08T00:15:00,warehouse scan,2025-01-08T07:24:00,warehouse scan,2025-01-08T07:42:00,out for delivery,2025-01-08T11:25:00,delivery attempted,2025-01-08T11:25:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439db43d,1Z7E524X0495493579,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-30T13:33:02,shipment manifested,2024-12-30T14:55:52,shipment collected,2024-12-30T19:09:27,in transit,2024-12-30T20:00:00,in transit,2024-12-30T21:00:00,in transit,2024-12-30T21:54:36,warehouse scan,2024-12-30T21:59:29,export scan,2024-12-30T22:33:00,in transit,2024-12-30T23:36:00,in transit,2025-01-02T07:22:00,in transit,2025-01-02T07:53:00,out for delivery,2025-01-02T14:06:51,1st of 3 delivery attempts. receiver not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439db4e9,TI6303000,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-03T00:00:00,shipment manifested,2025-01-03T14:24:13,shipment collected,2025-01-03T14:26:00,in transit,2025-01-03T14:26:00,shipment collected,2025-01-03T15:16:00,shipment collected,2025-01-03T15:29:00,in transit,2025-01-04T00:41:12,in transit,2025-01-04T04:12:00,warehouse scan,2025-01-04T04:14:00,out for delivery,2025-01-04T04:27:00,warehouse scan,2025-01-04T04:29:00,out for delivery,2025-01-06T13:13:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
