_id,tracking_number,carrier,scans[0].timestamp,scans[0].scan,scans[1].timestamp,scans[1].scan,scans[2].timestamp,scans[2].scan,scans[3].timestamp,scans[3].scan,scans[4].timestamp,scans[4].scan,scans[5].timestamp,scans[5].scan,scans[6].timestamp,scans[6].scan,scans[7].timestamp,scans[7].scan,scans[8].timestamp,scans[8].scan,scans[9].timestamp,scans[9].scan,scans[10].timestamp,scans[10].scan,scans[11].timestamp,scans[11].scan,scans[12].timestamp,scans[12].scan,scans[13].timestamp,scans[13].scan,scans[14].timestamp,scans[14].scan,scans[15].timestamp,scans[15].scan,scans[16].timestamp,scans[16].scan,scans[17].timestamp,scans[17].scan,scans[18].timestamp,scans[18].scan,scans[19].timestamp,scans[19].scan,scans[20].timestamp,scans[20].scan,scans[21].timestamp,scans[21].scan,scans[22].timestamp,scans[22].scan,scans[23].timestamp,scans[23].scan,scans[24].timestamp,scans[24].scan,scans[25].timestamp,scans[25].scan,scans[26].timestamp,scans[26].scan,scans[27].timestamp,scans[27].scan,scans[28].timestamp,scans[28].scan,scans[29].timestamp,scans[29].scan,scans[30].timestamp,scans[30].scan,scans[31].timestamp,scans[31].scan,scans[32].timestamp,scans[32].scan,scans[33].timestamp,scans[33].scan,scans[34].timestamp,scans[34].scan,scans[35].timestamp,scans[35].scan,scans[36].timestamp,scans[36].scan,scans[37].timestamp,scans[37].scan,scans[38].timestamp,scans[38].scan,scans[39].timestamp,scans[39].scan,scans[40].timestamp,scans[40].scan,scans[41].timestamp,scans[41].scan
67d7c109380fe7c6439d6134,1Z7E524X0495774695,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-08T13:57:10,shipment manifested,2025-01-13T19:48:02,in transit,2025-01-13T20:15:00,in transit,2025-01-13T21:16:00,in transit,2025-01-13T21:30:20,export scan,2025-01-13T22:25:00,in transit,2025-01-13T23:37:00,in transit,2025-01-14T20:55:00,in transit,2025-01-15T01:29:25,out for delivery,2025-01-15T07:31:49,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8393,1Z7E524X0493203635,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-07T23:17:00,in transit,2025-01-08T00:17:00,in transit,2025-01-08T02:30:00,in transit,2025-01-08T08:30:00,in transit,2025-01-08T08:45:00,in transit,2025-01-09T07:35:00,in transit,2025-01-09T08:48:56,out for delivery,2025-01-09T08:48:56,out for delivery,2025-01-09T16:33:29,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-09T16:33:29,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-09T16:33:29,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d856e,1Z7E524X0498091739,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-10T22:40:00,in transit,2025-01-11T00:00:00,in transit,2025-01-11T22:05:34,in transit,2025-01-11T22:05:35,warehouse scan,2025-01-11T23:47:00,in transit,2025-01-12T21:19:05,held awaiting tax payment by the receiver,2025-01-12T21:19:12,held awaiting tax payment by the receiver,2025-01-13T01:10:00,in transit,2025-01-13T01:27:26,in transit,2025-01-13T01:27:26,in transit,2025-01-13T02:51:23,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8973,1Z251V576899471577,0bb863db-1a5d-4688-8212-a842ab236726,2024-09-23T09:25:16,shipment manifested,2024-09-23T14:04:05,shipment collected,2024-09-23T17:06:43,in transit,2024-09-23T19:30:00,in transit,2024-09-24T06:20:00,in transit,2024-09-24T07:03:43,delivery rescheduled,2024-09-24T07:03:43,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-09-24T07:05:27,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-09-24T14:00:39,delivery rescheduled,2024-09-24T14:00:39,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-09-24T14:00:44,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8db8,TH7666941,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-12-11T00:00:00,shipment manifested,2024-12-20T15:47:00,in transit,2024-12-20T15:47:00,shipment collected,2024-12-20T15:52:00,in transit,2024-12-20T17:05:20,shipment collected,2024-12-20T21:51:05,in transit,2024-12-21T05:43:00,warehouse scan,2024-12-21T05:44:00,out for delivery,2024-12-23T13:02:00,delivery attempted,2024-12-23T13:02:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-12-23T15:16:14,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8e77,1Z7E524X6897271195,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-04T12:05:12,shipment manifested,2024-12-05T11:31:08,shipment collected,2024-12-05T18:34:55,in transit,2024-12-05T19:35:00,in transit,2024-12-06T01:26:00,in transit,2024-12-12T21:01:00,in transit,2024-12-12T23:13:35,in transit,2024-12-13T04:00:00,in transit,2024-12-13T04:28:00,out for delivery,2024-12-13T10:00:00,1st delivery attempt. receiver not available.,2024-12-16T17:45:48,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8ea5,1Z61A84F5423022858,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-07T12:23:30,shipment manifested,2025-01-07T17:34:00,shipment collected,2025-01-07T19:57:06,in transit,2025-01-07T21:57:00,in transit,2025-01-08T01:28:00,in transit,2025-01-08T04:08:59,out for delivery,2025-01-08T08:41:05,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-08T20:05:07,in transit,2025-01-09T05:27:15,in transit,2025-01-09T08:06:31,information needed from the receiver,2025-01-09T08:06:31,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d916d,1Z7E524X0494628747,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-30T10:53:03,shipment manifested,2025-01-02T10:02:19,shipment collected,2025-01-02T17:19:50,in transit,2025-01-02T20:45:00,in transit,2025-01-02T21:42:00,in transit,2025-01-02T22:30:27,export scan,2025-01-03T04:08:00,in transit,2025-01-03T11:36:00,in transit,2025-01-06T10:30:36,in transit,2025-01-06T13:49:09,out for delivery,2025-01-06T19:47:29,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d94d8,TI2103100,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-12-19T08:11:00,in transit,2024-12-19T08:11:00,shipment collected,2024-12-19T15:40:47,shipment manifested,2024-12-19T16:32:00,in transit,2024-12-20T08:35:00,in transit,2024-12-20T09:59:00,warehouse scan,2024-12-20T23:33:00,warehouse scan,2024-12-20T23:35:00,transferred to third party for delivery,2024-12-23T07:54:00,warehouse scan,2024-12-23T13:44:00,delivery attempted,2024-12-23T13:44:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d965e,H00FRA0002178824,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-29T19:14:54,shipment manifested,2024-12-29T19:40:13,shipment dropped off awaiting carrier collection,2024-12-31T14:11:21,shipment collected,2024-12-31T17:09:23,warehouse scan,2025-01-02T09:16:06,warehouse scan,2025-01-02T18:08:27,warehouse scan,2025-01-03T00:31:53,in transit,2025-01-03T10:29:30,out for delivery,2025-01-03T11:00:06,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-03T18:01:37,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-03T18:02:47,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d97e7,1Z7E524X0492926044,0bb863db-1a5d-4688-8212-a842ab236726,2024-09-30T15:23:12,shipment manifested,2024-10-01T10:21:28,shipment collected,2024-10-01T16:25:20,in transit,2024-10-01T16:25:51,export scan,2024-10-01T18:42:00,in transit,2024-10-01T19:39:00,in transit,2024-10-02T04:31:00,in transit,2024-10-02T12:18:57,delayed due to circumstances beyond our control - corrective action underway,2024-10-03T09:51:23,delayed due to circumstances beyond our control - corrective action underway,2024-10-03T09:51:37,delayed due to circumstances beyond our control - corrective action underway,2024-10-04T13:18:42,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439db741,1Z7E524X0498091739,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-10T22:40:00,in transit,2025-01-11T00:00:00,in transit,2025-01-11T22:05:34,in transit,2025-01-11T22:05:35,warehouse scan,2025-01-11T23:47:00,in transit,2025-01-12T21:19:05,held awaiting tax payment by the receiver,2025-01-12T21:19:12,held awaiting tax payment by the receiver,2025-01-13T01:10:00,in transit,2025-01-13T01:27:26,in transit,2025-01-13T01:27:26,in transit,2025-01-13T02:51:23,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-13T02:51:23,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439db97e,CB0883181,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-13T00:00:00,shipment manifested,2025-01-13T11:56:23,in transit,2025-01-13T11:56:23,shipment collected,2025-01-13T13:43:00,shipment collected,2025-01-13T17:28:00,in transit,2025-01-14T10:26:00,in transit,2025-01-14T11:18:00,in transit,2025-01-14T23:30:00,warehouse scan,2025-01-14T23:34:00,out for delivery,2025-01-15T09:16:00,delivery attempted,2025-01-15T09:18:00,delivery attempted,2025-01-15T09:18:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439db9b0,1Z7E524X0493663988,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-13T16:27:59,shipment manifested,2025-01-14T10:36:10,shipment collected,2025-01-14T16:34:18,in transit,2025-01-14T19:05:00,in transit,2025-01-14T20:27:00,in transit,2025-01-14T20:37:39,export scan,2025-01-15T20:55:00,in transit,2025-01-16T05:57:00,in transit,2025-01-16T12:18:48,in transit,2025-01-16T13:29:59,out for delivery,2025-01-16T14:23:56,out for delivery,2025-01-16T16:24:45,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dba6b,1Z61A84F0435142746,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-16T22:50:00,in transit,2025-01-17T00:06:00,in transit,2025-01-17T06:50:00,in transit,2025-01-17T06:51:00,awaiting release from customs,2025-01-17T06:51:00,internal activity scan,2025-01-17T06:52:04,awaiting release from customs,2025-01-17T07:01:42,held awaiting tax payment by the receiver,2025-01-17T07:01:46,held awaiting tax payment by the receiver,2025-01-17T08:30:00,in transit,2025-01-17T10:20:00,in transit,2025-01-17T10:52:00,out for delivery,2025-01-17T15:21:31,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbd7b,765ccb15-3d37-4345-bb29-f8991bc7928a-40234,01f30ac3-4496-408f-b1b0-dc6ed4a36006,2024-12-29T19:42:06,shipment manifested,2024-12-30T19:45:06,warehouse scan,2024-12-30T21:15:04,in transit,2024-12-30T23:15:16,in transit,2024-12-30T23:15:16,in transit,2024-12-30T23:15:16,warehouse scan,2024-12-31T00:15:14,warehouse scan,2024-12-31T04:30:18,in transit,2025-01-03T04:45:04,out for delivery,2025-01-03T04:45:04,in transit,2025-01-03T15:00:15,in transit,2025-01-06T09:30:08,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbf39,1Z251V570491524706,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-09T08:17:19,in transit,2025-01-09T22:50:00,in transit,2025-01-10T22:40:00,in transit,2025-01-11T03:30:00,in transit,2025-01-11T04:53:00,in transit,2025-01-11T09:30:00,in transit,2025-01-11T21:36:00,in transit,2025-01-11T22:48:35,in transit,2025-01-12T12:18:00,in transit,2025-01-12T23:00:00,in transit,2025-01-12T23:00:00,in transit,2025-01-13T02:38:48,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbf65,1Z7E524X6897271195,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-04T12:05:12,shipment manifested,2024-12-05T11:31:08,shipment collected,2024-12-05T18:34:55,in transit,2024-12-05T19:35:00,in transit,2024-12-06T01:26:00,in transit,2024-12-12T21:01:00,in transit,2024-12-12T23:13:35,in transit,2024-12-13T04:00:00,in transit,2024-12-13T04:28:00,out for delivery,2024-12-13T10:00:00,1st delivery attempt. receiver not available.,2024-12-16T17:45:48,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-12-16T17:46:07,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dc087,1Z7E524X6899391801,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-04T12:05:12,shipment manifested,2024-12-05T11:31:08,shipment collected,2024-12-05T18:33:58,in transit,2024-12-05T19:35:00,in transit,2024-12-05T21:57:00,in transit,2024-12-12T21:01:00,in transit,2024-12-12T23:16:18,in transit,2024-12-13T04:00:00,in transit,2024-12-13T04:18:00,out for delivery,2024-12-13T10:00:00,1st delivery attempt. receiver not available.,2024-12-16T12:13:16,additional information required for customs clearance,2024-12-16T17:45:41,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dc172,1Z61A84F0402922536,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-22T18:52:48,shipment manifested,2024-12-23T15:31:07,shipment collected,2024-12-23T17:13:14,in transit,2024-12-23T18:10:00,in transit,2024-12-23T21:00:00,in transit,2024-12-23T22:34:28,export scan,2024-12-24T03:46:00,in transit,2024-12-24T11:34:00,in transit,2024-12-30T12:32:43,in transit,2025-01-02T14:00:00,delivery scheduled for next business day,2025-01-02T14:00:00,carrier error delayed delivery,2025-01-07T00:00:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dc473,1Z61A84F0401047814,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-17T16:21:50,shipment manifested,2024-12-18T11:27:23,shipment collected,2024-12-18T17:03:00,in transit,2024-12-18T18:58:00,in transit,2024-12-19T00:47:00,in transit,2024-12-19T00:50:19,delay due to mechanical failure,2024-12-19T00:55:18,delay due to flight cancelled or delayed,2024-12-19T16:40:07,internal activity scan,2024-12-20T04:04:00,in transit,2024-12-20T15:59:00,in transit,2024-12-21T04:33:33,in transit,2024-12-21T12:06:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439de283,TI6303000,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-03T00:00:00,shipment manifested,2025-01-03T14:24:13,shipment collected,2025-01-03T14:26:00,in transit,2025-01-03T14:26:00,shipment collected,2025-01-03T15:16:00,shipment collected,2025-01-03T15:29:00,in transit,2025-01-04T00:41:12,in transit,2025-01-04T04:12:00,warehouse scan,2025-01-04T04:14:00,out for delivery,2025-01-04T04:27:00,warehouse scan,2025-01-04T04:29:00,out for delivery,2025-01-06T13:13:00,delivery attempted,2025-01-06T13:13:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439de299,1Z61A84F0416136422,0bb863db-1a5d-4688-8212-a842ab236726,2024-11-01T16:44:17,shipment manifested,2024-11-02T09:55:00,shipment dropped off awaiting carrier collection,2024-11-02T09:55:44,shipment dropped off awaiting carrier collection,2024-11-04T14:46:18,shipment collected,2024-11-04T18:18:08,in transit,2024-11-04T18:41:00,in transit,2024-11-05T15:25:00,in transit,2024-11-05T16:33:21,internal activity scan,2024-11-05T19:39:00,in transit,2024-11-05T23:42:00,in transit,2024-11-06T03:55:00,in transit,2024-11-06T03:59:26,out for delivery,2024-11-06T05:51:20,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439de696,CB0883181,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-13T00:00:00,shipment manifested,2025-01-13T11:56:23,in transit,2025-01-13T11:56:23,shipment collected,2025-01-13T13:43:00,shipment collected,2025-01-13T17:28:00,in transit,2025-01-14T10:26:00,in transit,2025-01-14T11:18:00,in transit,2025-01-14T23:30:00,warehouse scan,2025-01-14T23:34:00,out for delivery,2025-01-15T09:16:00,delivery attempted,2025-01-15T09:18:00,delivery attempted,2025-01-15T09:18:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-15T17:09:42,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
