_id,tracking_number,carrier,scans[0].timestamp,scans[0].scan,scans[1].timestamp,scans[1].scan,scans[2].timestamp,scans[2].scan,scans[3].timestamp,scans[3].scan,scans[4].timestamp,scans[4].scan,scans[5].timestamp,scans[5].scan,scans[6].timestamp,scans[6].scan,scans[7].timestamp,scans[7].scan,scans[8].timestamp,scans[8].scan,scans[9].timestamp,scans[9].scan,scans[10].timestamp,scans[10].scan,scans[11].timestamp,scans[11].scan,scans[12].timestamp,scans[12].scan,scans[13].timestamp,scans[13].scan,scans[14].timestamp,scans[14].scan,scans[15].timestamp,scans[15].scan,scans[16].timestamp,scans[16].scan,scans[17].timestamp,scans[17].scan,scans[18].timestamp,scans[18].scan,scans[19].timestamp,scans[19].scan,scans[20].timestamp,scans[20].scan,scans[21].timestamp,scans[21].scan,scans[22].timestamp,scans[22].scan,scans[23].timestamp,scans[23].scan,scans[24].timestamp,scans[24].scan,scans[25].timestamp,scans[25].scan,scans[26].timestamp,scans[26].scan,scans[27].timestamp,scans[27].scan,scans[28].timestamp,scans[28].scan,scans[29].timestamp,scans[29].scan,scans[30].timestamp,scans[30].scan,scans[31].timestamp,scans[31].scan,scans[32].timestamp,scans[32].scan,scans[33].timestamp,scans[33].scan,scans[34].timestamp,scans[34].scan,scans[35].timestamp,scans[35].scan,scans[36].timestamp,scans[36].scan,scans[37].timestamp,scans[37].scan,scans[38].timestamp,scans[38].scan,scans[39].timestamp,scans[39].scan,scans[40].timestamp,scans[40].scan,scans[41].timestamp,scans[41].scan,scans[42].timestamp,scans[42].scan,scans[43].timestamp,scans[43].scan,scans[44].timestamp,scans[44].scan,scans[45].timestamp,scans[45].scan,scans[46].timestamp,scans[46].scan,scans[47].timestamp,scans[47].scan,scans[48].timestamp,scans[48].scan,scans[49].timestamp,scans[49].scan,scans[50].timestamp,scans[50].scan,scans[51].timestamp,scans[51].scan,scans[52].timestamp,scans[52].scan,scans[53].timestamp,scans[53].scan,scans[54].timestamp,scans[54].scan,scans[55].timestamp,scans[55].scan
67d7c109380fe7c6439d507f,1Z61A84F9934400773,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-02T11:51:37,shipment manifested,2024-10-03T07:54:28,collection scheduled,2024-10-03T10:45:43,shipment collected,2024-10-03T16:53:55,in transit,2024-10-03T18:00:00,in transit,2024-10-04T04:45:00,in transit,2024-10-04T04:51:00,carrier error delayed delivery,2024-10-04T05:16:06,in transit,2024-10-04T07:23:07,out for delivery,2024-10-04T08:49:08,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d51c0,1Z7E524X9995985388,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-08T01:03:00,in transit,2024-10-08T05:00:00,out for delivery,2024-10-08T11:46:22,1st of 3 delivery attempts. receiver not available,2024-10-08T16:57:22,in transit,2024-10-08T16:57:22,in transit,2024-10-08T20:27:00,in transit,2024-10-08T20:27:00,in transit,2024-10-08T23:00:00,in transit,2024-10-08T23:00:00,in transit,2024-10-09T12:00:50,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d51df,1Z7E524X9990816211,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-07T09:40:20,shipment manifested,2024-10-08T07:54:44,collection scheduled,2024-10-08T14:55:28,return label left with the receiver,2024-10-16T06:46:18,in transit,2024-10-16T10:48:55,shipment collected,2024-10-16T16:44:30,in transit,2024-10-16T20:18:00,in transit,2024-10-17T05:32:14,in transit,2024-10-17T07:20:04,out for delivery,2024-10-17T14:43:25,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d51ff,1Z7E524X9997721159,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-07T15:16:08,shipment manifested,2024-10-08T07:50:30,collection scheduled,2024-10-08T08:46:22,shipment collected,2024-10-08T16:32:06,in transit,2024-10-08T18:30:00,in transit,2024-10-09T07:14:00,in transit,2024-10-09T08:02:44,out for delivery,2024-10-09T14:39:05,delivery attempted. receiver not available for delivery. delivery rescheduled for next business day.,2024-10-10T03:22:17,out for delivery,2024-10-10T14:33:29,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d5235,1Z7E524X9991081683,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-07T19:53:51,shipment manifested,2024-10-08T15:34:57,trying to contact receiver,2024-10-08T17:15:07,1st of 3 delivery attempts. receiver not available,2024-10-08T20:14:26,delay due to operational reasons,2024-10-09T13:11:35,shipment collected,2024-10-09T16:42:16,in transit,2024-10-09T19:45:00,in transit,2024-10-10T04:15:00,in transit,2024-10-10T05:08:30,out for delivery,2024-10-10T09:29:06,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d523a,1Z7E524X9994993906,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-07T19:53:51,shipment manifested,2024-10-08T15:34:57,trying to contact receiver,2024-10-08T17:15:07,1st of 3 delivery attempts. receiver not available,2024-10-08T20:14:36,delay due to operational reasons,2024-10-09T13:11:35,shipment collected,2024-10-09T16:43:50,in transit,2024-10-09T19:45:00,in transit,2024-10-10T04:15:00,in transit,2024-10-10T05:04:16,out for delivery,2024-10-10T09:29:06,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d523f,1Z61A84F9909076618,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-07T21:40:22,shipment manifested,2024-10-08T09:19:52,collection scheduled,2024-10-08T15:14:48,shipment collected,2024-10-08T17:49:30,in transit,2024-10-08T20:00:00,in transit,2024-10-09T05:28:00,in transit,2024-10-09T07:36:11,out for delivery,2024-10-09T11:26:46,1st of 3 delivery attempts. receiver not available,2024-10-10T07:35:59,out for delivery,2024-10-10T09:01:25,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d82ea,5617453026,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-10-06T19:40:00,shipment manifested,2024-10-08T09:53:00,shipment collected,2024-10-08T19:27:00,in transit,2024-10-09T01:37:00,warehouse scan,2024-10-09T05:08:00,warehouse scan,2024-10-09T06:30:00,in transit,2024-10-09T07:21:00,valid receiver's tax id required for customs clearance,2024-10-15T10:00:00,additional information required for customs clearance,2024-10-22T09:41:00,arrival at delivery depot,2024-10-22T09:43:00,in transit,2024-10-23T12:17:00,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8482,761b2cc1-afc9-494f-a42d-28fdc8fcc033-18973,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-10-10T20:57:00,shipment manifested,2024-10-11T11:11:00,shipment collected,2024-10-11T15:08:00,in transit,2024-10-11T20:31:00,warehouse scan,2024-10-12T00:42:00,warehouse scan,2024-10-12T07:14:00,in transit,2024-10-12T07:14:00,export scan,2024-10-12T07:14:00,arrival scan,2024-10-12T07:18:00,additional information required for customs clearance,2024-10-17T03:00:00,shipment returned or being returned to sender,2024-10-18T15:19:00,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8a41,1Z7E524X9993597113,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-08T19:58:29,shipment manifested,2024-10-09T08:02:58,collection scheduled,2024-10-09T09:27:13,in transit,2024-10-09T09:28:12,delayed due to circumstances beyond our control - corrective action underway,2024-10-09T09:28:13,delayed due to circumstances beyond our control - corrective action underway,2024-10-09T16:44:17,shipment collected,2024-10-09T18:45:00,in transit,2024-10-09T22:37:00,in transit,2024-10-10T02:50:00,in transit,2024-10-10T03:45:00,out for delivery,2024-10-10T08:01:21,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8a82,1Z7E524X9990463754,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-02T13:21:40,shipment manifested,2024-10-03T06:13:57,in transit,2024-10-03T07:15:45,out for delivery,2024-10-03T13:29:56,shipment collected,2024-10-03T19:24:00,in transit,2024-10-03T21:03:00,in transit,2024-10-04T03:55:00,in transit,2024-10-04T06:27:00,out for delivery,2024-10-04T09:21:32,delayed due to circumstances beyond our control - corrective action underway,2024-10-07T16:53:11,delivery attempted. receiver not available for delivery. delivery rescheduled for next business day.,2024-10-08T14:08:17,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8aae,1Z7E524X9995635881,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-02T14:53:44,shipment manifested,2024-10-03T07:58:15,collection scheduled,2024-10-03T10:00:31,return label left with the receiver,2024-10-23T13:33:00,shipment dropped off awaiting carrier collection,2024-10-23T13:33:11,shipment dropped off awaiting carrier collection,2024-10-23T14:21:39,shipment collected,2024-10-23T15:47:56,in transit,2024-10-23T18:45:00,in transit,2024-10-24T04:23:07,in transit,2024-10-24T07:47:52,out for delivery,2024-10-24T08:39:32,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8b63,1Z61A84F9931057070,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-03T16:35:20,shipment manifested,2024-10-04T11:50:17,shipment collected,2024-10-04T18:11:17,in transit,2024-10-04T22:35:00,in transit,2024-10-04T23:29:00,in transit,2024-10-05T00:59:01,carrier error delayed delivery,2024-10-07T21:10:00,in transit,2024-10-08T00:21:00,in transit,2024-10-08T04:07:58,in transit,2024-10-08T07:21:34,out for delivery,2024-10-08T09:28:27,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8b96,1Z7E524X9995985388,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-08T01:03:00,in transit,2024-10-08T05:00:00,out for delivery,2024-10-08T11:46:22,1st of 3 delivery attempts. receiver not available,2024-10-08T16:57:22,in transit,2024-10-08T16:57:22,in transit,2024-10-08T20:27:00,in transit,2024-10-08T20:27:00,in transit,2024-10-08T23:00:00,in transit,2024-10-08T23:00:00,in transit,2024-10-09T12:00:50,returned to sender,2024-10-09T12:00:50,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8ba6,9729073234,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-10-10T20:57:00,shipment manifested,2024-10-11T11:11:00,shipment collected,2024-10-11T15:08:00,in transit,2024-10-11T20:31:00,warehouse scan,2024-10-12T00:42:00,warehouse scan,2024-10-12T07:14:00,in transit,2024-10-12T07:14:00,export scan,2024-10-12T07:14:00,arrival scan,2024-10-12T07:18:00,additional information required for customs clearance,2024-10-17T03:00:00,shipment returned or being returned to sender,2024-10-18T15:19:00,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8bd9,1Z7E524X9990716589,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-07T18:07:18,shipment manifested,2024-10-08T08:47:30,collection scheduled,2024-10-08T16:06:33,shipment collected,2024-10-08T17:39:18,in transit,2024-10-08T18:10:00,in transit,2024-10-09T00:27:00,in transit,2024-10-09T17:20:25,receiver to pick up shipment,2024-10-09T17:20:25,request to reschedule delivery,2024-10-10T06:33:52,receiver to pick up shipment,2024-10-11T02:21:46,warehouse scan,2024-10-12T10:22:02,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8be0,1Z61A84F9739669210,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-07T16:24:01,shipment manifested,2024-10-08T07:45:48,collection scheduled,2024-10-08T10:27:31,shipment collected,2024-10-08T20:43:50,in transit,2024-10-08T20:44:50,delayed due to circumstances beyond our control - corrective action underway,2024-10-09T17:30:00,in transit,2024-10-09T21:15:00,in transit,2024-10-10T05:35:00,in transit,2024-10-10T06:15:00,out for delivery,2024-10-10T11:41:26,delayed due to circumstances beyond our control - corrective action underway,2024-10-11T11:32:30,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbbab,1Z61A84F9628596991,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-01T20:03:58,shipment manifested,2024-10-02T08:33:57,collection scheduled,2024-10-02T10:07:41,shipment collected,2024-10-02T16:01:17,in transit,2024-10-02T19:00:00,in transit,2024-10-03T02:52:00,in transit,2024-10-03T06:29:51,out for delivery,2024-10-03T08:57:21,1st of 3 delivery attempts. receiver not available,2024-10-03T18:33:14,in transit,2024-10-04T04:01:13,in transit,2024-10-04T07:03:35,out for delivery,2024-10-04T09:26:01,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbbb7,1Z61A84F9629957787,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-01T20:03:58,shipment manifested,2024-10-02T08:33:57,collection scheduled,2024-10-02T10:07:41,shipment collected,2024-10-02T16:00:21,in transit,2024-10-02T19:00:00,in transit,2024-10-03T02:52:00,in transit,2024-10-03T06:33:07,out for delivery,2024-10-03T08:57:21,1st of 3 delivery attempts. receiver not available,2024-10-03T18:34:26,in transit,2024-10-04T05:34:15,in transit,2024-10-04T07:03:35,out for delivery,2024-10-04T09:26:01,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbbe0,1Z7E524X9997966261,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-02T18:49:31,shipment manifested,2024-10-03T07:37:03,collection scheduled,2024-10-03T08:44:12,shipment collected,2024-10-03T18:42:34,in transit,2024-10-03T19:03:00,in transit,2024-10-04T05:44:38,in transit,2024-10-04T07:16:45,out for delivery,2024-10-04T09:51:27,1st of 3 delivery attempts. receiver not available,2024-10-05T02:16:10,in transit,2024-10-07T02:11:33,in transit,2024-10-07T07:14:36,out for delivery,2024-10-07T08:39:12,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbd32,1Z7E524X9993557531,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-08T11:43:33,shipment manifested,2024-10-09T08:17:17,collection scheduled,2024-10-09T15:30:19,shipment collected,2024-10-09T17:31:56,in transit,2024-10-09T20:50:00,in transit,2024-10-10T02:59:00,in transit,2024-10-10T04:53:00,out for delivery,2024-10-10T09:06:03,delayed due to circumstances beyond our control - corrective action underway,2024-10-11T08:24:49,delayed due to circumstances beyond our control - corrective action underway,2024-10-14T09:22:51,delayed due to circumstances beyond our control - corrective action underway,2024-10-15T05:08:29,in transit,2024-10-15T13:45:54,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbdb9,1Z7E524X9999634991,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-11T15:05:27,shipment manifested,2024-10-14T06:25:06,collection scheduled,2024-10-14T12:02:16,shipment collected,2024-10-14T15:33:39,in transit,2024-10-14T18:30:00,in transit,2024-10-16T05:52:27,in transit,2024-10-16T07:58:49,delayed due to circumstances beyond our control - corrective action underway,2024-10-16T08:32:04,in transit,2024-10-17T03:47:05,in transit,2024-10-17T07:59:47,delayed due to circumstances beyond our control - corrective action underway,2024-10-17T12:47:40,returned to sender,2024-10-21T10:08:58,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbdc5,1Z7E524X9998748049,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-11T15:05:27,shipment manifested,2024-10-14T12:02:16,shipment collected,2024-10-14T15:37:34,in transit,2024-10-14T18:30:00,in transit,2024-10-15T04:15:00,in transit,2024-10-15T08:36:02,out for delivery,2024-10-15T15:11:48,the cash on delivery amount is missing from the label,2024-10-15T18:26:04,in transit,2024-10-15T22:00:00,in transit,2024-10-17T03:00:00,in transit,2024-10-17T03:20:58,out for delivery,2024-10-17T12:47:40,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbdd4,1Z7E524X9996246602,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-14T07:31:28,shipment manifested,2024-10-15T08:34:14,shipment collected,2024-10-15T10:11:37,out for delivery,2024-10-15T17:18:45,in transit,2024-10-15T18:09:00,in transit,2024-10-16T04:18:00,in transit,2024-10-16T07:39:07,out for delivery,2024-10-16T07:54:03,1st of 3 delivery attempts. receiver not available,2024-10-16T18:46:17,in transit,2024-10-16T20:00:00,in transit,2024-10-17T03:19:26,out for delivery,2024-10-17T08:15:02,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbde3,1Z61A84F9917777766,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-17T20:11:00,in transit,2024-10-17T23:17:00,in transit,2024-10-17T23:41:00,in transit,2024-10-18T02:00:00,in transit,2024-10-18T02:10:00,in transit,2024-10-18T06:00:00,in transit,2024-10-18T06:29:26,in transit,2024-10-18T06:29:26,in transit,2024-10-18T08:27:48,out for delivery,2024-10-18T08:27:48,out for delivery,2024-10-18T09:27:32,returned to sender,2024-10-18T09:27:32,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbeae,TH7666941,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-12-11T00:00:00,shipment manifested,2024-12-20T15:47:00,in transit,2024-12-20T15:47:00,shipment collected,2024-12-20T15:52:00,in transit,2024-12-20T17:05:20,shipment collected,2024-12-20T21:51:05,in transit,2024-12-21T05:43:00,warehouse scan,2024-12-21T05:44:00,out for delivery,2024-12-23T13:02:00,delivery attempted,2024-12-23T13:02:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-12-23T15:16:14,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-09T14:24:15,returned to sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
