_id,tracking_number,carrier,scans[0].timestamp,scans[0].scan,scans[1].timestamp,scans[1].scan,scans[2].timestamp,scans[2].scan,scans[3].timestamp,scans[3].scan,scans[4].timestamp,scans[4].scan,scans[5].timestamp,scans[5].scan,scans[6].timestamp,scans[6].scan,scans[7].timestamp,scans[7].scan,scans[8].timestamp,scans[8].scan,scans[9].timestamp,scans[9].scan,scans[10].timestamp,scans[10].scan,scans[11].timestamp,scans[11].scan,scans[12].timestamp,scans[12].scan,scans[13].timestamp,scans[13].scan,scans[14].timestamp,scans[14].scan,scans[15].timestamp,scans[15].scan,scans[16].timestamp,scans[16].scan,scans[17].timestamp,scans[17].scan,scans[18].timestamp,scans[18].scan,scans[19].timestamp,scans[19].scan,scans[20].timestamp,scans[20].scan,scans[21].timestamp,scans[21].scan,scans[22].timestamp,scans[22].scan,scans[23].timestamp,scans[23].scan,scans[24].timestamp,scans[24].scan,scans[25].timestamp,scans[25].scan,scans[26].timestamp,scans[26].scan,scans[27].timestamp,scans[27].scan,scans[28].timestamp,scans[28].scan,scans[29].timestamp,scans[29].scan,scans[30].timestamp,scans[30].scan,scans[31].timestamp,scans[31].scan,scans[32].timestamp,scans[32].scan,scans[33].timestamp,scans[33].scan,scans[34].timestamp,scans[34].scan,scans[35].timestamp,scans[35].scan,scans[36].timestamp,scans[36].scan,scans[37].timestamp,scans[37].scan,scans[38].timestamp,scans[38].scan,scans[39].timestamp,scans[39].scan,scans[40].timestamp,scans[40].scan,scans[41].timestamp,scans[41].scan,scans[42].timestamp,scans[42].scan,scans[43].timestamp,scans[43].scan,scans[44].timestamp,scans[44].scan,scans[45].timestamp,scans[45].scan,scans[46].timestamp,scans[46].scan
67d7c109380fe7c6439d4f58,JD014600011939272712,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-15T10:37:36,shipment collected,2025-01-15T18:51:41,in transit,2025-01-15T18:51:58,in transit,2025-01-15T23:39:58,in transit,2025-01-16T08:15:10,released by customs. clearance complete.,2025-01-16T09:06:21,in transit,2025-01-16T10:16:08,in transit,2025-01-16T11:45:17,in transit,2025-01-16T12:54:53,out for delivery,2025-01-16T17:21:48,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d81f4,f51891a4-5eed-4d4c-be67-39cf27d1c720-86137,01f30ac3-4496-408f-b1b0-dc6ed4a36006,2024-11-23T16:30:31,shipment manifested,2024-11-26T14:39:01,in transit,2024-11-26T15:48:12,internal activity scan,2024-11-26T17:16:54,in transit,2024-11-27T10:33:14,in transit,2024-11-27T10:33:16,in transit,2024-11-27T12:03:10,released by customs. clearance complete.,2024-12-28T13:33:06,in transit,2025-01-06T18:03:10,in transit,2025-01-09T19:33:06,in transit,2025-01-09T23:03:07,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d81fc,H00FFA0003192059,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-02T13:37:25,shipment manifested,2025-01-02T14:05:12,shipment dropped off awaiting carrier collection,2025-01-02T17:52:45,shipment collected,2025-01-02T22:49:02,warehouse scan,2025-01-03T15:02:28,warehouse scan,2025-01-04T05:40:21,warehouse scan,2025-01-04T10:57:54,out for delivery,2025-01-04T11:07:39,scheduled for delivery,2025-01-04T12:07:10,delivery attempted. unable to access the premises for delivery.,2025-01-04T13:03:21,out for delivery,2025-01-04T13:06:44,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d83a3,H00FRA0002191404,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-08T19:41:06,shipment manifested,2025-01-09T07:56:48,shipment dropped off awaiting carrier collection,2025-01-09T18:17:31,shipment collected,2025-01-10T14:50:52,shipment collected,2025-01-10T19:47:40,warehouse scan,2025-01-10T20:41:37,warehouse scan,2025-01-11T01:24:23,warehouse scan,2025-01-11T02:14:26,in transit,2025-01-11T04:04:53,warehouse scan,2025-01-11T09:44:03,out for delivery,2025-01-11T10:07:10,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8650,JD014600011811098910,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-10-21T11:48:47,shipment manifested,2024-10-23T13:04:27,shipment collected,2024-10-23T17:06:56,in transit,2024-10-23T17:23:58,in transit,2024-10-24T10:54:25,in transit,2024-10-24T11:34:43,released by customs. clearance complete.,2024-10-24T11:37:56,in transit,2024-10-24T13:04:58,in transit,2024-10-24T13:16:42,in transit,2024-10-24T14:00:00,out for delivery,2024-10-24T14:34:01,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d89c4,1Z7E524X0491064441,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-17T08:44:41,shipment manifested,2025-01-17T18:11:47,shipment collected,2025-01-17T18:38:00,in transit,2025-01-17T19:13:28,warehouse scan,2025-01-17T19:20:00,in transit,2025-01-17T21:32:00,in transit,2025-01-18T14:57:00,in transit,2025-01-20T04:09:29,internal activity scan,2025-01-20T07:35:45,in transit,2025-01-20T07:35:46,in transit,2025-01-20T09:26:31,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8ebb,H00FFA0003186006,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-24T10:21:38,shipment manifested,2024-12-24T11:55:28,shipment dropped off awaiting carrier collection,2024-12-24T12:07:50,shipment collected,2024-12-24T14:25:41,warehouse scan,2024-12-27T19:02:01,warehouse scan,2024-12-27T19:33:10,warehouse scan,2024-12-27T20:04:33,in transit,2024-12-28T00:56:09,warehouse scan,2024-12-28T02:17:24,in transit,2024-12-28T11:24:27,out for delivery,2024-12-28T11:32:14,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8f0a,JD014600011914170425,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-23T12:50:50,shipment collected,2024-12-23T20:27:19,in transit,2024-12-23T21:21:58,in transit,2024-12-23T23:46:09,in transit,2024-12-24T10:09:37,carrier error delayed delivery,2024-12-24T21:37:16,shipment on hold,2024-12-26T23:00:13,in transit,2024-12-26T23:54:27,in transit,2024-12-27T02:33:12,in transit,2024-12-27T09:05:59,out for delivery,2024-12-27T10:38:41,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8f0c,6088006466,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-23T12:50:50,shipment collected,2024-12-23T20:27:19,in transit,2024-12-23T21:21:58,in transit,2024-12-23T23:46:09,in transit,2024-12-24T10:09:37,carrier error delayed delivery,2024-12-24T21:37:16,shipment on hold,2024-12-26T23:00:13,in transit,2024-12-26T23:54:27,in transit,2024-12-27T02:33:12,in transit,2024-12-27T09:05:59,out for delivery,2024-12-27T10:38:41,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d909f,JD014600011895402459,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-16T17:32:10,shipment manifested,2024-12-17T16:57:48,shipment collected,2024-12-17T18:36:42,in transit,2024-12-17T19:41:58,in transit,2024-12-18T21:32:17,in transit,2024-12-18T21:50:35,released by customs. clearance complete.,2024-12-19T02:10:22,in transit,2024-12-19T02:40:41,in transit,2024-12-19T06:30:50,in transit,2024-12-19T09:42:41,out for delivery,2024-12-19T11:16:51,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d931f,H00FFA0003196792,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-07T13:55:25,shipment manifested,2025-01-08T07:54:00,collection scheduled,2025-01-08T11:39:14,shipment collected,2025-01-09T14:57:38,warehouse scan,2025-01-10T03:56:11,warehouse scan,2025-01-10T05:36:57,in transit,2025-01-10T20:41:01,warehouse scan,2025-01-10T23:51:17,in transit,2025-01-10T23:57:43,in transit,2025-01-11T09:56:37,out for delivery,2025-01-11T10:03:05,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439db3dc,H00FRA0002175082,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-23T16:12:40,shipment manifested,2024-12-24T07:10:00,collection scheduled,2024-12-24T09:35:26,shipment collected,2024-12-27T15:11:39,warehouse scan,2024-12-28T17:41:28,warehouse scan,2024-12-28T17:49:47,warehouse scan,2024-12-29T00:30:14,in transit,2024-12-29T03:37:12,warehouse scan,2024-12-29T10:46:50,out for delivery,2024-12-29T10:51:16,delivery attempted. receiver not available for delivery,2024-12-30T10:34:02,out for delivery,2024-12-30T10:39:38,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dba6a,JD014600011949314593,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-15T16:50:24,shipment collected,2025-01-15T20:08:18,in transit,2025-01-15T22:00:17,in transit,2025-01-15T23:40:27,in transit,2025-01-16T00:12:51,released by customs. clearance complete.,2025-01-16T03:28:45,in transit,2025-01-16T04:31:12,in transit,2025-01-16T07:17:49,in transit,2025-01-16T09:26:36,out for delivery,2025-01-16T13:35:39,delivery attempted. receiver not available for delivery,2025-01-17T09:24:42,out for delivery,2025-01-17T13:46:01,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbd30,JD014600011918386022,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-23T15:17:30,shipment collected,2024-12-23T19:01:31,in transit,2024-12-23T19:08:58,in transit,2024-12-24T20:46:21,in transit,2024-12-24T21:02:25,released by customs. clearance complete.,2024-12-24T21:19:21,in transit,2024-12-24T21:47:55,shipment on hold,2024-12-26T23:00:00,in transit,2024-12-26T23:54:27,in transit,2024-12-27T02:33:12,in transit,2024-12-27T08:11:14,out for delivery,2024-12-27T08:34:41,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dc03a,1Z61A84F5436168614,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-20T12:50:43,shipment manifested,2024-12-23T10:18:59,shipment collected,2024-12-23T17:52:36,in transit,2024-12-23T19:30:00,in transit,2024-12-24T06:52:52,in transit,2024-12-24T08:18:50,out for delivery,2024-12-24T08:26:39,delivery rescheduled due to holiday closures,2024-12-27T05:48:21,in transit,2024-12-27T05:55:10,out for delivery,2024-12-27T08:30:18,delivery attempted. receiver not available for delivery,2024-12-27T17:06:27,delivery rescheduled,2024-12-27T17:06:27,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dc2ad,JD014600011794416186,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-10-09T10:03:08,shipment collected,2024-10-09T20:43:35,in transit,2024-10-09T20:43:58,in transit,2024-10-12T05:45:01,in transit,2024-10-12T06:12:15,released by customs. clearance complete.,2024-10-12T06:18:39,in transit,2024-10-13T05:31:39,in transit,2024-10-13T06:18:54,in transit,2024-10-14T09:00:19,out for delivery,2024-10-14T17:21:36,delivery attempted. receiver not available for delivery,2024-10-15T15:50:57,out for delivery,2024-10-15T15:52:22,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dc644,H00FRA0002171628,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-20T18:42:29,shipment manifested,2024-12-21T08:46:57,shipment dropped off awaiting carrier collection,2024-12-21T14:18:36,shipment collected,2024-12-21T19:12:51,warehouse scan,2024-12-22T11:24:16,warehouse scan,2024-12-23T03:44:26,warehouse scan,2024-12-23T10:01:26,out for delivery,2024-12-23T10:16:43,delivery attempted. receiver not available for delivery,2024-12-23T17:15:23,out for delivery,2024-12-23T17:21:51,delivery attempted. receiver not available for delivery,2024-12-24T07:26:15,out for delivery,2024-12-24T08:37:39,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dcc09,6480072771,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-03T10:33:54,shipment collected,2025-01-03T10:45:53,customs clearance in progress,2025-01-03T19:09:06,in transit,2025-01-03T19:09:58,in transit,2025-01-05T08:13:28,in transit,2025-01-06T15:07:14,customs clearance in progress,2025-01-06T20:41:46,in transit,2025-01-06T23:57:20,released by customs. clearance complete.,2025-01-07T08:31:05,out for delivery,2025-01-07T09:24:59,delivery attempted. receiver not available for delivery,2025-01-08T08:47:59,out for delivery,2025-01-08T12:12:18,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dd3e3,8432583073,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-09T13:34:40,shipment collected,2025-01-09T13:35:38,transferred to third party for delivery,2025-01-09T20:25:33,in transit,2025-01-09T20:30:58,in transit,2025-01-11T09:19:58,in transit,2025-01-11T12:54:03,customs clearance in progress,2025-01-11T23:23:31,in transit,2025-01-12T05:13:23,released by customs. clearance complete.,2025-01-12T06:31:49,in transit,2025-01-12T06:31:58,in transit,2025-01-12T07:13:16,in transit,2025-01-13T09:32:44,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dd676,H00FRA0002175222,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-23T17:21:52,shipment manifested,2024-12-23T19:14:52,shipment dropped off awaiting carrier collection,2024-12-24T09:24:42,shipment collected,2024-12-24T13:39:04,warehouse scan,2024-12-27T05:30:49,warehouse scan,2024-12-27T05:31:49,warehouse scan,2024-12-27T08:00:00,delayed due to circumstances beyond our control - corrective action underway,2024-12-28T00:01:57,warehouse scan,2024-12-28T13:18:03,out for delivery,2024-12-28T13:28:34,delivery attempted. receiver not available for delivery,2024-12-31T19:28:40,out for delivery,2024-12-31T19:36:38,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dd9e3,H00FRA0002179561,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-30T15:06:13,shipment manifested,2024-12-31T13:07:06,shipment dropped off awaiting carrier collection,2024-12-31T13:16:27,shipment collected,2024-12-31T18:40:00,warehouse scan,2025-01-02T07:35:19,warehouse scan,2025-01-02T18:15:19,warehouse scan,2025-01-02T21:51:25,in transit,2025-01-03T10:06:19,out for delivery,2025-01-03T10:43:49,scheduled for delivery,2025-01-03T19:07:34,delivery attempted. receiver not available for delivery. delivery rescheduled for next business day.,2025-01-04T08:46:19,out for delivery,2025-01-04T10:44:45,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439ddfda,2967772846,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-27T17:25:39,shipment collected,2024-12-27T20:15:12,in transit,2024-12-27T20:15:56,in transit,2024-12-27T20:41:58,in transit,2024-12-27T20:54:37,customs clearance in progress,2024-12-28T01:21:08,customs clearance in progress,2024-12-28T07:38:19,released by customs. clearance complete.,2024-12-28T07:38:19,customs clearance in progress,2024-12-28T08:30:20,in transit,2024-12-28T09:25:56,in transit,2024-12-30T06:08:47,in transit,2024-12-30T09:09:53,out for delivery,2024-12-30T11:05:05,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439de395,4ea14006-8ea7-4c99-b442-19d3b3b62fef-23925,01f30ac3-4496-408f-b1b0-dc6ed4a36006,2025-01-08T06:28:41,shipment manifested,2025-01-09T19:45:18,warehouse scan,2025-01-09T21:30:17,in transit,2025-01-09T22:30:03,warehouse scan,2025-01-09T22:30:04,in transit,2025-01-09T23:45:37,in transit,2025-01-10T00:45:07,warehouse scan,2025-01-10T04:30:21,in transit,2025-01-10T11:30:19,warehouse scan,2025-01-10T17:15:33,in transit,2025-01-10T18:00:08,in transit,2025-01-10T22:45:04,warehouse scan,2025-01-11T07:00:04,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439de7e6,8440307783,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-15T10:37:36,shipment collected,2025-01-15T18:51:41,in transit,2025-01-15T18:51:58,in transit,2025-01-15T20:31:03,customs clearance in progress,2025-01-15T23:39:58,in transit,2025-01-16T02:11:21,customs clearance in progress,2025-01-16T08:15:10,released by customs. clearance complete.,2025-01-16T08:15:10,customs clearance in progress,2025-01-16T09:06:21,in transit,2025-01-16T10:16:08,in transit,2025-01-16T11:45:17,in transit,2025-01-16T12:54:53,out for delivery,2025-01-16T17:21:48,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
