_id,tracking_number,carrier,scans[0].timestamp,scans[0].scan,scans[1].timestamp,scans[1].scan,scans[2].timestamp,scans[2].scan,scans[3].timestamp,scans[3].scan,scans[4].timestamp,scans[4].scan,scans[5].timestamp,scans[5].scan,scans[6].timestamp,scans[6].scan,scans[7].timestamp,scans[7].scan,scans[8].timestamp,scans[8].scan,scans[9].timestamp,scans[9].scan,scans[10].timestamp,scans[10].scan,scans[11].timestamp,scans[11].scan,scans[12].timestamp,scans[12].scan,scans[13].timestamp,scans[13].scan,scans[14].timestamp,scans[14].scan,scans[15].timestamp,scans[15].scan,scans[16].timestamp,scans[16].scan,scans[17].timestamp,scans[17].scan,scans[18].timestamp,scans[18].scan,scans[19].timestamp,scans[19].scan,scans[20].timestamp,scans[20].scan,scans[21].timestamp,scans[21].scan,scans[22].timestamp,scans[22].scan,scans[23].timestamp,scans[23].scan,scans[24].timestamp,scans[24].scan,scans[25].timestamp,scans[25].scan,scans[26].timestamp,scans[26].scan,scans[27].timestamp,scans[27].scan,scans[28].timestamp,scans[28].scan,scans[29].timestamp,scans[29].scan,scans[30].timestamp,scans[30].scan,scans[31].timestamp,scans[31].scan,scans[32].timestamp,scans[32].scan,scans[33].timestamp,scans[33].scan,scans[34].timestamp,scans[34].scan,scans[35].timestamp,scans[35].scan,scans[36].timestamp,scans[36].scan,scans[37].timestamp,scans[37].scan,scans[38].timestamp,scans[38].scan,scans[39].timestamp,scans[39].scan,scans[40].timestamp,scans[40].scan,scans[41].timestamp,scans[41].scan,scans[42].timestamp,scans[42].scan,scans[43].timestamp,scans[43].scan,scans[44].timestamp,scans[44].scan,scans[45].timestamp,scans[45].scan,scans[46].timestamp,scans[46].scan
67d7c10a380fe7c6439df56e,1Z7E524X0498029520,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-13T21:51:33,shipment manifested,2024-12-16T14:04:51,shipment collected,2024-12-17T10:24:03,in transit,2024-12-17T10:24:47,in transit,2024-12-18T19:05:00,in transit,2024-12-18T19:51:18,export scan,2024-12-18T20:46:00,in transit,2024-12-19T06:36:00,in transit,2024-12-24T17:05:41,in transit,2024-12-24T20:18:09,delivery rescheduled due to holiday closures,2024-12-26T17:26:16,handover to broker for clearance,2024-12-31T16:11:23,delivery rescheduled due to holiday closures,2025-01-06T20:57:15,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439df7a9,1Z7E524X6898943994,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-12T18:00:03,shipment manifested,2024-12-16T11:07:50,shipment collected,2024-12-16T17:40:34,in transit,2024-12-16T19:00:00,in transit,2024-12-17T06:19:00,in transit,2024-12-17T07:01:30,export scan,2024-12-17T08:40:00,in transit,2024-12-18T01:02:00,in transit,2024-12-18T16:00:00,in transit,2024-12-20T18:06:52,warehouse scan,2024-12-23T19:26:53,warehouse scan,2024-12-30T18:42:19,warehouse scan,2024-12-31T10:57:33,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439e1892,1Z7E524X0490252123,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-06T11:56:53,shipment manifested,2025-01-07T16:39:18,shipment collected,2025-01-07T17:57:21,in transit,2025-01-07T18:10:00,in transit,2025-01-08T20:03:00,in transit,2025-01-08T20:47:28,export scan,2025-01-08T22:05:00,in transit,2025-01-08T23:33:00,in transit,2025-01-09T04:55:00,in transit,2025-01-11T21:30:00,in transit,2025-01-12T00:17:00,in transit,2025-01-12T06:33:00,in transit,2025-01-13T00:55:09,warehouse scan,2025-01-13T06:57:19,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439e19fa,1Z7E524X0493221008,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-14T15:09:58,shipment manifested,2024-12-16T18:32:46,in transit,2024-12-16T20:00:00,in transit,2024-12-16T20:50:00,in transit,2024-12-16T21:29:13,export scan,2024-12-16T22:53:00,in transit,2024-12-16T23:57:00,in transit,2024-12-17T21:29:35,in transit,2024-12-31T06:01:53,warehouse scan,2025-01-02T05:36:52,warehouse scan,2025-01-02T05:36:52,warehouse scan,2025-01-03T06:03:34,warehouse scan,2025-01-03T06:03:34,warehouse scan,2025-01-04T08:31:12,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439e1b02,1Z7E524X0495320844,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-15T15:13:57,shipment manifested,2024-12-16T12:14:36,shipment collected,2024-12-16T18:10:08,in transit,2024-12-16T18:13:00,in transit,2024-12-16T21:12:00,in transit,2024-12-17T02:31:56,export scan,2024-12-17T06:25:04,in transit,2024-12-17T21:43:00,in transit,2024-12-20T15:25:44,in transit,2024-12-20T22:46:09,clearance has been delayed by customs or other government agency,2024-12-26T22:56:16,package damaged and contents discarded,2025-01-06T15:26:21,carrier to contact sender or receiver,2025-01-06T15:26:21,additional information required for customs clearance,2025-01-14T18:59:26,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439e1b35,1Z7E524X0497105645,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-20T17:37:12,shipment manifested,2024-12-23T10:43:29,shipment collected,2024-12-23T17:46:53,in transit,2024-12-23T19:20:00,in transit,2024-12-23T21:10:00,in transit,2024-12-23T22:22:10,export scan,2024-12-24T03:46:00,in transit,2024-12-24T11:34:00,in transit,2024-12-30T05:06:07,in transit,2024-12-30T06:48:24,additional information required for customs clearance,2025-01-07T19:04:18,warehouse scan,2025-01-08T19:27:18,warehouse scan,2025-01-16T18:52:52,warehouse scan,2025-01-17T19:34:44,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439e1b45,1Z7E524X0497406454,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-15T15:13:57,shipment manifested,2024-12-16T12:14:36,shipment collected,2024-12-16T18:10:10,in transit,2024-12-16T18:13:00,in transit,2024-12-16T21:12:00,in transit,2024-12-17T02:33:09,export scan,2024-12-17T06:25:04,in transit,2024-12-17T21:43:00,in transit,2024-12-20T15:25:44,in transit,2024-12-20T22:46:09,clearance has been delayed by customs or other government agency,2024-12-26T22:56:16,package damaged and contents discarded,2025-01-06T15:26:21,carrier to contact sender or receiver,2025-01-06T15:26:21,additional information required for customs clearance,2025-01-14T18:59:26,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439e1c0f,1Z7E524X0498053066,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-15T15:13:57,shipment manifested,2024-12-16T12:14:36,shipment collected,2024-12-16T18:10:23,in transit,2024-12-16T18:13:00,in transit,2024-12-16T21:12:00,in transit,2024-12-17T02:33:14,export scan,2024-12-17T06:25:04,in transit,2024-12-17T21:43:00,in transit,2024-12-20T15:25:44,in transit,2024-12-20T22:46:09,clearance has been delayed by customs or other government agency,2024-12-26T22:56:16,package damaged and contents discarded,2025-01-06T15:26:21,carrier to contact sender or receiver,2025-01-06T15:26:21,additional information required for customs clearance,2025-01-14T18:59:26,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439e1cd3,1Z7E524X0499389596,0bb863db-1a5d-4688-8212-a842ab236726,2024-11-22T18:37:52,shipment manifested,2024-11-26T13:00:00,shipment dropped off awaiting carrier collection,2024-11-26T13:00:48,shipment dropped off awaiting carrier collection,2024-11-26T14:28:49,shipment collected,2024-11-26T17:04:36,in transit,2024-11-26T18:30:00,in transit,2024-11-26T19:30:00,in transit,2024-11-26T19:49:24,export scan,2024-11-26T22:45:00,in transit,2024-11-26T23:49:00,in transit,2024-11-27T23:06:44,in transit,2024-11-28T12:26:32,carrier to contact sender or receiver,2024-11-28T12:26:32,additional information required for customs clearance,2024-12-24T11:50:19,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439e25ef,1Z7E524X0497788999,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-21T09:54:28,shipment manifested,2024-10-21T12:54:00,shipment dropped off awaiting carrier collection,2024-10-21T12:54:59,shipment dropped off awaiting carrier collection,2024-10-22T11:15:38,shipment collected,2024-10-22T16:30:00,in transit,2024-10-23T19:48:00,in transit,2024-10-24T20:27:00,in transit,2024-10-31T13:22:31,warehouse scan,2024-11-01T13:51:10,warehouse scan,2024-11-07T14:08:26,warehouse scan,2024-11-07T14:08:26,warehouse scan,2024-11-07T18:19:00,package damaged and contents discarded,2024-11-07T18:19:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-11-07T18:19:00,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439e261b,1Z61A84F0400668306,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-22T11:49:16,shipment manifested,2024-10-22T15:48:06,shipment collected,2024-10-22T18:33:04,in transit,2024-10-22T18:45:00,in transit,2024-10-23T03:55:00,in transit,2024-10-24T20:52:45,warehouse scan,2024-10-25T19:52:50,warehouse scan,2024-10-28T20:07:54,warehouse scan,2024-10-29T09:50:01,carrier to contact sender or receiver,2024-10-29T09:50:01,clearance has been delayed by customs or other government agency,2024-10-29T19:58:03,warehouse scan,2024-10-30T19:45:00,warehouse scan,2024-11-11T20:06:45,warehouse scan,2024-11-12T02:56:49,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e3852,1Z61A84F0402922536,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-22T18:52:48,shipment manifested,2024-12-23T15:31:07,shipment collected,2024-12-23T17:13:14,in transit,2024-12-23T18:10:00,in transit,2024-12-23T21:00:00,in transit,2024-12-23T22:34:28,export scan,2024-12-24T03:46:00,in transit,2024-12-24T11:34:00,in transit,2024-12-30T12:32:43,in transit,2025-01-02T14:00:00,delivery scheduled for next business day,2025-01-02T14:00:00,carrier error delayed delivery,2025-01-07T00:00:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-07T01:05:00,carrier to contact sender or receiver,2025-01-07T01:05:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-07T01:10:00,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e3a7b,1Z61A84F0437534579,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-19T12:56:09,shipment manifested,2024-12-19T13:27:00,shipment dropped off awaiting carrier collection,2024-12-19T13:27:18,shipment dropped off awaiting carrier collection,2024-12-23T10:43:26,shipment collected,2024-12-23T17:30:07,in transit,2024-12-23T17:57:00,in transit,2024-12-23T21:05:00,in transit,2024-12-23T21:26:19,export scan,2024-12-24T03:46:00,in transit,2024-12-24T11:34:00,in transit,2024-12-28T21:08:03,in transit,2024-12-30T15:45:10,handover to broker for clearance,2024-12-31T14:42:52,delivery rescheduled due to holiday closures,2025-01-02T16:41:34,handover to broker for clearance,2025-01-08T15:13:53,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e4129,1Z7E524X6898943994,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-12T18:00:03,shipment manifested,2024-12-16T11:07:50,shipment collected,2024-12-16T17:40:34,in transit,2024-12-16T19:00:00,in transit,2024-12-17T06:19:00,in transit,2024-12-17T07:01:30,export scan,2024-12-17T08:40:00,in transit,2024-12-18T01:02:00,in transit,2024-12-18T16:00:00,in transit,2024-12-20T18:06:52,warehouse scan,2024-12-23T19:26:53,warehouse scan,2024-12-30T18:42:19,warehouse scan,2024-12-31T10:57:33,package damaged and contents discarded,2024-12-31T10:57:33,additional information required for customs clearance,2024-12-31T10:57:33,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e5672,1Z7E524X0499194822,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-28T23:01:06,shipment manifested,2024-10-29T09:58:47,shipment collected,2024-10-29T17:51:25,in transit,2024-10-29T19:15:00,in transit,2024-10-29T21:16:00,in transit,2024-11-01T21:38:00,in transit,2024-11-01T23:02:00,in transit,2024-11-02T09:20:00,in transit,2024-11-03T00:19:15,in transit,2024-11-03T00:19:16,in transit,2024-11-03T00:19:16,in transit,2024-11-03T05:01:28,handover to broker for clearance,2024-11-03T05:01:28,handover to broker for clearance,2024-11-03T14:37:53,delivery refused,2024-11-03T14:37:53,delivery refused,2024-11-18T16:50:58,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e5a03,1Z61A84F0430083168,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-15T17:35:24,shipment manifested,2024-12-17T17:48:55,shipment collected,2024-12-17T18:34:25,in transit,2024-12-17T20:45:00,in transit,2024-12-17T21:01:19,export scan,2024-12-17T22:47:00,in transit,2024-12-18T00:03:00,in transit,2024-12-18T23:44:25,in transit,2024-12-18T23:44:34,additional information required for customs clearance,2024-12-19T22:09:22,warehouse scan,2024-12-20T05:54:39,carrier to contact sender or receiver,2024-12-20T05:54:39,additional information required for customs clearance,2024-12-20T19:51:06,warehouse scan,2024-12-21T16:08:29,warehouse scan,2024-12-29T17:09:57,warehouse scan,2024-12-31T05:19:40,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e5d41,1Z7E524X0493221008,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-14T15:09:58,shipment manifested,2024-12-16T18:32:46,in transit,2024-12-16T20:00:00,in transit,2024-12-16T20:50:00,in transit,2024-12-16T21:29:13,export scan,2024-12-16T22:53:00,in transit,2024-12-16T23:57:00,in transit,2024-12-17T21:29:35,in transit,2024-12-31T06:01:53,warehouse scan,2025-01-02T05:36:52,warehouse scan,2025-01-02T05:36:52,warehouse scan,2025-01-03T06:03:34,warehouse scan,2025-01-03T06:03:34,warehouse scan,2025-01-04T08:31:12,package damaged and contents discarded,2025-01-04T08:31:12,additional information required for customs clearance,2025-01-04T08:31:12,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e5dbf,1Z61A84F0431595658,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-22T08:29:35,shipment manifested,2024-10-22T08:56:00,shipment dropped off awaiting carrier collection,2024-10-22T08:56:26,shipment dropped off awaiting carrier collection,2024-10-22T09:02:35,shipment collected,2024-10-22T16:50:56,in transit,2024-10-22T18:35:00,in transit,2024-10-22T19:09:00,in transit,2024-10-22T19:45:06,export scan,2024-10-22T21:25:00,in transit,2024-10-22T22:53:00,in transit,2024-10-23T09:17:20,in transit,2024-10-23T12:23:57,customs clearance in progress,2024-10-23T17:12:20,handover to broker for clearance,2024-10-24T08:47:06,carrier to contact sender or receiver,2024-10-24T08:47:06,handover to broker for clearance,2024-10-25T14:09:49,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e5eaf,1Z7E524X0497708744,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-28T12:25:54,shipment manifested,2024-10-29T13:00:43,shipment collected,2024-10-29T18:49:00,in transit,2024-10-29T20:38:27,missing or incomplete export documentation,2024-10-30T18:45:37,warehouse scan,2024-10-30T20:15:00,in transit,2024-10-30T21:47:00,in transit,2024-11-01T08:15:00,in transit,2024-11-04T06:02:53,information needed from the receiver,2024-11-04T06:02:53,additional information required for customs clearance,2024-11-05T07:11:10,carrier to contact sender or receiver,2024-11-05T07:11:10,additional information required for customs clearance,2024-11-05T07:11:43,warehouse scan,2024-11-06T07:26:25,warehouse scan,2024-11-16T07:06:22,warehouse scan,2024-11-16T07:06:59,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e6dda,1Z251V570490470150,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-04T22:52:00,in transit,2024-12-05T00:06:00,in transit,2024-12-06T09:52:00,in transit,2024-12-06T13:25:16,awaiting release from customs,2024-12-06T18:33:00,in transit,2024-12-06T21:57:00,in transit,2024-12-07T06:26:00,in transit,2024-12-08T21:26:06,additional information required for customs clearance,2024-12-09T06:58:29,carrier to contact sender or receiver,2024-12-09T06:58:29,additional information required for customs clearance,2024-12-09T06:58:49,carrier to contact sender or receiver,2024-12-09T06:58:49,additional information required for customs clearance,2024-12-09T09:08:57,in transit,2024-12-10T04:02:53,warehouse scan,2024-12-11T04:27:59,warehouse scan,2024-12-20T04:37:09,warehouse scan,2024-12-23T00:30:07,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
