_id,tracking_number,carrier,scans[0].timestamp,scans[0].scan,scans[1].timestamp,scans[1].scan,scans[2].timestamp,scans[2].scan,scans[3].timestamp,scans[3].scan,scans[4].timestamp,scans[4].scan,scans[5].timestamp,scans[5].scan,scans[6].timestamp,scans[6].scan,scans[7].timestamp,scans[7].scan,scans[8].timestamp,scans[8].scan,scans[9].timestamp,scans[9].scan,scans[10].timestamp,scans[10].scan,scans[11].timestamp,scans[11].scan,scans[12].timestamp,scans[12].scan,scans[13].timestamp,scans[13].scan,scans[14].timestamp,scans[14].scan,scans[15].timestamp,scans[15].scan,scans[16].timestamp,scans[16].scan,scans[17].timestamp,scans[17].scan,scans[18].timestamp,scans[18].scan,scans[19].timestamp,scans[19].scan,scans[20].timestamp,scans[20].scan,scans[21].timestamp,scans[21].scan,scans[22].timestamp,scans[22].scan,scans[23].timestamp,scans[23].scan,scans[24].timestamp,scans[24].scan,scans[25].timestamp,scans[25].scan,scans[26].timestamp,scans[26].scan,scans[27].timestamp,scans[27].scan,scans[28].timestamp,scans[28].scan,scans[29].timestamp,scans[29].scan,scans[30].timestamp,scans[30].scan,scans[31].timestamp,scans[31].scan,scans[32].timestamp,scans[32].scan,scans[33].timestamp,scans[33].scan,scans[34].timestamp,scans[34].scan,scans[35].timestamp,scans[35].scan,scans[36].timestamp,scans[36].scan,scans[37].timestamp,scans[37].scan,scans[38].timestamp,scans[38].scan,scans[39].timestamp,scans[39].scan,scans[40].timestamp,scans[40].scan,scans[41].timestamp,scans[41].scan,scans[42].timestamp,scans[42].scan,scans[43].timestamp,scans[43].scan,scans[44].timestamp,scans[44].scan,scans[45].timestamp,scans[45].scan,scans[46].timestamp,scans[46].scan,scans[47].timestamp,scans[47].scan,scans[48].timestamp,scans[48].scan,scans[49].timestamp,scans[49].scan,scans[50].timestamp,scans[50].scan,scans[51].timestamp,scans[51].scan,scans[52].timestamp,scans[52].scan,scans[53].timestamp,scans[53].scan,scans[54].timestamp,scans[54].scan
67d7c109380fe7c6439d5359,JD014600011916133091,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-24T11:21:34,shipment collected,2024-12-24T15:46:43,in transit,2024-12-24T15:53:58,in transit,2024-12-26T17:48:51,in transit,2024-12-31T10:08:48,customs clearance in progress,2025-01-02T10:22:04,customs clearance in progress,2025-01-02T10:22:04,shipment on hold,2025-01-03T10:19:17,customs clearance in progress,2025-01-03T10:19:17,shipment on hold,2025-01-07T12:06:18,shipment on hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d5384,ef4784ab-3fc6-4f88-847e-dc36384088d1-25598,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-09T12:09:42,shipment manifested,2024-12-10T14:04:00,shipment collected,2024-12-10T17:26:00,in transit,2024-12-10T19:05:00,in transit,2024-12-10T19:19:00,warehouse scan,2024-12-10T20:44:00,released by customs. clearance complete.,2024-12-10T20:45:00,in transit,2024-12-10T23:25:00,in transit,2024-12-13T03:56:00,in transit,2024-12-17T20:39:00,shipment on hold - awaiting rest of shipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d53c2,7b0e6063-3eaf-4828-9965-6b5a1ccb14c3-25160,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-06T08:51:34,shipment manifested,2024-12-09T17:20:00,shipment collected,2024-12-09T19:53:00,in transit,2024-12-09T21:03:00,in transit,2024-12-09T21:05:00,in transit,2024-12-09T21:16:00,warehouse scan,2024-12-10T04:06:00,in transit,2024-12-10T05:10:00,in transit,2024-12-10T17:01:00,in transit,2024-12-17T08:33:00,shipment on hold - awaiting rest of shipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d7f83,6611707410,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-03T18:37:09,in transit,2025-01-03T18:37:58,in transit,2025-01-05T19:02:06,customs clearance in progress,2025-01-05T19:06:06,customs clearance in progress,2025-01-05T19:07:33,in transit,2025-01-05T21:40:30,in transit,2025-01-05T22:02:43,released by customs. clearance complete.,2025-01-05T22:02:43,customs clearance in progress,2025-01-06T01:08:00,in transit,2025-01-06T04:45:05,in transit,2025-01-06T10:13:00,shipment on hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d815b,JD014600011925806463,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-02T10:28:08,shipment collected,2025-01-02T19:16:08,in transit,2025-01-02T19:16:58,in transit,2025-01-03T01:45:56,in transit,2025-01-03T05:28:56,shipment on hold,2025-01-03T05:29:57,in transit,2025-01-03T17:18:41,in transit,2025-01-04T01:48:02,in transit,2025-01-04T04:04:20,shipment on hold,2025-01-07T00:32:14,in transit,2025-01-07T08:35:00,shipment on hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8307,3891790197,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-11T05:07:00,in transit,2025-01-11T10:01:00,out for delivery,2025-01-11T14:58:00,delivery failed,2025-01-11T15:32:00,in transit,2025-01-11T15:32:00,in transit,2025-01-12T01:34:00,in transit,2025-01-12T01:34:00,in transit,2025-01-12T01:36:00,in transit,2025-01-12T01:36:00,in transit,2025-01-12T14:03:00,shipment on hold,2025-01-12T14:03:00,shipment on hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d887f,JD014600011908119894,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-16T13:42:16,shipment collected,2024-12-16T21:01:28,in transit,2024-12-16T21:08:58,in transit,2024-12-18T08:35:46,in transit,2024-12-20T15:58:57,customs clearance in progress,2024-12-23T16:05:29,customs clearance in progress,2024-12-23T16:05:29,shipment on hold,2024-12-24T15:23:04,shipment on hold,2024-12-27T16:59:51,customs clearance in progress,2024-12-30T15:46:08,customs clearance in progress,2024-12-30T15:46:08,shipment on hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8c82,JD014600011941451589,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-14T12:27:29,shipment collected,2025-01-14T20:02:45,in transit,2025-01-14T20:39:58,in transit,2025-01-15T22:20:53,in transit,2025-01-15T22:37:58,released by customs. clearance complete.,2025-01-16T02:07:18,in transit,2025-01-16T05:47:58,in transit,2025-01-16T09:06:00,in transit,2025-01-16T11:33:24,out for delivery,2025-01-16T11:53:28,information needed from the receiver,2025-01-17T14:15:56,shipment on hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8d40,7b0e6063-3eaf-4828-9965-6b5a1ccb14c3-25160,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-06T08:51:34,shipment manifested,2024-12-09T17:20:00,shipment collected,2024-12-09T19:53:00,in transit,2024-12-09T21:03:00,in transit,2024-12-09T21:05:00,in transit,2024-12-09T21:16:00,warehouse scan,2024-12-10T04:06:00,in transit,2024-12-10T05:10:00,in transit,2024-12-10T17:01:00,in transit,2024-12-17T08:33:00,shipment on hold - awaiting rest of shipment,2024-12-18T08:53:00,shipment on hold - awaiting rest of shipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8d45,7b0e6063-3eaf-4828-9965-6b5a1ccb14c3-96504,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-06T08:51:29,shipment manifested,2024-12-09T17:20:00,shipment collected,2024-12-09T19:55:00,in transit,2024-12-09T21:03:00,in transit,2024-12-09T21:05:00,in transit,2024-12-09T21:16:00,warehouse scan,2024-12-10T03:46:00,in transit,2024-12-10T05:14:00,in transit,2024-12-10T07:57:00,in transit,2024-12-17T08:33:00,shipment on hold - awaiting rest of shipment,2024-12-18T08:53:00,shipment on hold - awaiting rest of shipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8eff,JD014600011792801063,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-03T13:44:41,shipment collected,2024-12-03T20:22:42,in transit,2024-12-03T20:50:58,in transit,2024-12-04T13:03:12,in transit,2024-12-05T02:30:00,shipment on hold,2024-12-05T03:44:41,in transit,2024-12-05T05:49:53,in transit,2024-12-05T08:48:03,in transit,2024-12-05T12:37:57,out for delivery,2024-12-05T18:08:16,delivery attempted. receiver not available for delivery,2024-12-06T09:59:11,shipment on hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d8f11,20901d9d-ace2-44ca-aac3-a8a90fe22e8d-14393,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-10-18T09:23:00,shipment manifested,2024-10-22T14:52:00,shipment collected,2024-10-22T15:51:00,in transit,2024-10-23T03:30:00,warehouse scan,2024-10-23T06:51:00,in transit,2024-10-23T06:52:00,in transit,2024-10-23T09:35:00,out for delivery,2024-10-23T14:49:00,delivery refused,2024-10-23T14:50:00,awaiting further instructions,2024-10-23T14:52:00,delivery failed,2024-10-23T19:14:00,shipment on hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d90b6,1968630230,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-31T12:50:19,shipment manifested,2024-12-31T15:52:28,in transit,2024-12-31T16:13:58,in transit,2025-01-01T03:33:13,customs clearance in progress,2025-01-01T03:43:14,customs clearance in progress,2025-01-01T03:54:14,customs clearance in progress,2025-01-01T04:05:10,in transit,2025-01-01T04:24:56,in transit,2025-01-01T04:26:23,in transit,2025-01-01T05:57:50,in transit,2025-01-01T06:00:51,shipment on hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439db22f,JD014600011929977930,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-07T11:41:04,shipment collected,2025-01-07T17:07:36,in transit,2025-01-07T18:49:00,in transit,2025-01-08T04:35:29,in transit,2025-01-08T07:18:01,shipment on hold,2025-01-09T05:20:30,in transit,2025-01-09T05:30:58,in transit,2025-01-09T08:26:22,shipment on hold,2025-01-09T11:34:27,in transit,2025-01-09T13:15:58,in transit,2025-01-10T06:56:36,in transit,2025-01-10T06:59:53,shipment on hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439db809,JD014600011811098910,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-10-21T11:48:47,shipment manifested,2024-10-23T13:04:27,shipment collected,2024-10-23T17:06:56,in transit,2024-10-23T17:23:58,in transit,2024-10-24T10:54:25,in transit,2024-10-24T11:34:43,released by customs. clearance complete.,2024-10-24T11:37:56,in transit,2024-10-24T13:04:58,in transit,2024-10-24T13:16:42,in transit,2024-10-24T14:00:00,out for delivery,2024-10-24T14:34:01,delivery attempted. receiver not available for delivery,2024-10-25T09:26:07,shipment on hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439db8cd,2366085374,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-03T10:52:31,shipment collected,2025-01-03T19:36:16,in transit,2025-01-03T19:50:58,in transit,2025-01-05T19:02:06,customs clearance in progress,2025-01-05T19:06:00,customs clearance in progress,2025-01-05T19:07:33,in transit,2025-01-05T21:40:30,in transit,2025-01-05T22:23:46,released by customs. clearance complete.,2025-01-05T22:23:46,customs clearance in progress,2025-01-06T01:08:00,in transit,2025-01-06T04:45:05,in transit,2025-01-06T10:13:00,shipment on hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbb23,1Z61A84F0418979492,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-22T07:46:14,shipment manifested,2024-12-22T10:46:00,shipment dropped off awaiting carrier collection,2024-12-22T10:46:44,shipment dropped off awaiting carrier collection,2024-12-23T11:37:47,shipment collected,2024-12-23T17:33:46,in transit,2024-12-23T20:00:00,in transit,2024-12-23T20:14:00,in transit,2024-12-23T21:59:21,export scan,2024-12-23T22:43:00,in transit,2024-12-24T00:01:00,in transit,2024-12-24T03:30:00,in transit,2024-12-26T08:15:38,shipment on hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbb8e,1Z7E524X0498321123,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-17T20:13:47,shipment manifested,2025-01-20T14:24:29,shipment collected,2025-01-20T16:00:23,in transit,2025-01-20T19:26:00,in transit,2025-01-20T20:08:00,in transit,2025-01-20T21:08:17,export scan,2025-01-20T22:25:00,in transit,2025-01-20T23:37:00,in transit,2025-01-22T06:58:13,in transit,2025-01-22T07:53:38,information needed from the receiver,2025-01-22T07:53:38,handover to broker for clearance,2025-01-22T08:47:42,shipment on hold due to restricted items,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbd8b,JD014600011941451589,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-14T12:27:29,shipment collected,2025-01-14T20:02:45,in transit,2025-01-14T20:39:58,in transit,2025-01-15T22:20:53,in transit,2025-01-15T22:37:58,released by customs. clearance complete.,2025-01-16T02:07:18,in transit,2025-01-16T05:47:58,in transit,2025-01-16T09:06:00,in transit,2025-01-16T11:33:24,out for delivery,2025-01-16T11:53:28,information needed from the receiver,2025-01-17T14:15:56,shipment on hold,2025-01-21T10:02:38,shipment on hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbdc9,9503650586,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-02T09:38:28,shipment collected,2025-01-02T15:51:44,in transit,2025-01-02T17:32:52,in transit,2025-01-02T19:20:58,in transit,2025-01-02T19:41:33,customs clearance in progress,2025-01-03T06:45:41,customs clearance in progress,2025-01-03T06:55:42,customs clearance in progress,2025-01-03T08:45:45,in transit,2025-01-03T10:10:59,released by customs. clearance complete.,2025-01-03T10:10:59,customs clearance in progress,2025-01-03T16:39:06,in transit,2025-01-03T22:23:43,shipment on hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10a380fe7c6439dbde7,JD014600011916133081,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-24T11:21:34,shipment collected,2024-12-24T15:46:43,in transit,2024-12-24T15:53:58,in transit,2024-12-24T18:06:38,in transit,2024-12-26T08:36:00,shipment on hold,2024-12-26T08:38:00,in transit,2024-12-27T10:21:00,shipment on hold,2024-12-27T10:23:00,in transit,2024-12-28T04:07:06,in transit,2024-12-30T17:10:31,in transit,2025-01-03T10:18:58,customs clearance in progress,2025-01-07T12:05:59,shipment on hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
