carrierId,carrierName,fromDate,toDate,scanDescription,normalizedScan,frequency,status
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019639+00:00,1505,1505,1640,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101964+00:00,1510,1510,45,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019641+00:00,1514,1514,9,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019642+00:00,1526,1526,95,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019645+00:00,1543,1543,1487,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019646+00:00,1545,1545,96,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019647+00:00,1550,1550,136,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019648+00:00,1585,1585,693,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019649+00:00,1587,1587,315,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101965+00:00,1588,1588,156,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019651+00:00,1592,1592,81,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019651+00:00,1613,1613,95,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019654+00:00,1622,1622,705,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019654+00:00,1624,1624,35,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019655+00:00,1646,1646,4164,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019656+00:00,1648,1648,280,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019656+00:00,613,613,79,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019663+00:00,617,617,35,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019663+00:00,622,622,102,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019664+00:00,626,626,81,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019666+00:00,629,629,45,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019666+00:00,637,637,243,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019667+00:00,644,644,330,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019668+00:00,657,657,6,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019668+00:00,660,660,176,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019669+00:00,663,663,215,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101967+00:00,670,670,129,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101967+00:00,673,673,513,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019671+00:00,682,682,16333,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019674+00:00,693,693,177,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019674+00:00,695,695,1,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019675+00:00,700,700,17,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019676+00:00,711,711,699,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019677+00:00,723,723,1231,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019678+00:00,727,727,166,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019678+00:00,757,757,3323,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019679+00:00,764,764,12,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101968+00:00,765,765,434,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101968+00:00,774,774,272,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019681+00:00,786,786,21,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019682+00:00,788,788,388,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019682+00:00,843,843,32,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019683+00:00,903,903,112,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019686+00:00,945,945,41,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019687+00:00,/,/,2,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019688+00:00,A DELAY HAS OCCURRED DUE TO LATE PROCESSING BY UPS BROKERAGE. WE ARE ADJUSTING DELIVERY PLANS AS QUICKLY AS POSSIBLE.,a delay has occurred due to late processing by ups brokerage we are adjusting delivery plans as quickly as possible,22,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019689+00:00,A guaranteed service refund has been requested for this package.,a guaranteed service refund has been requested for this package,64,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101969+00:00,/ A guaranteed service refund has been voided for this package.,/ a guaranteed service refund has been voided for this package,6,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019692+00:00,A guaranteed service refund has been voided for this package.,a guaranteed service refund has been voided for this package,10,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019693+00:00,"All merchandise missing, empty carton was discarded. UPS will notify the sender with details of the damage.",all merchandise missing empty carton was discarded ups will notify the sender with details of the damage,8619,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019694+00:00,/ All merchandise was not recoverable and was discarded. UPS will notify the sender with details of the damage.,/ all merchandise was not recoverable and was discarded ups will notify the sender with details of the damage,48,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019696+00:00,"As requested by the sender, the delivery change for this package was completed.",as requested by the sender the delivery change for this package was completed,58,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019697+00:00,"As requested by the sender, the package will be delivered later than the normal delivery time for your area.",as requested by the sender the package will be delivered later than the normal delivery time for your area,105,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019699+00:00,"As requested by the sender, this package requires special handling.",as requested by the sender this package requires special handling,132,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.10197+00:00,A work stoppage at the receiver's location has prevented delivery.,a work stoppage at the receiver s location has prevented delivery,12,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019701+00:00,"Click on ""Get Updates"" to receive email updates on your shipment's progress.",click on get updates to receive email updates on your shipment s progress,377,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019704+00:00,COMMERCIAL INSIDE RELEASE,commercial inside release,3261,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019706+00:00,Customer has picked up package at UPS Access Pointâ„¢.,customer has picked up package at ups access point,532,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019707+00:00,CUSTOMER HAS PICKED UP PACKAGE AT UPS ACCESS POINTâ„¢.,customer has picked up package at ups access point,346,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019708+00:00,"Damaged merchandise returned, remaining content will be delivered. UPS will notify the sender with details of the damage",damaged merchandise returned remaining content will be delivered ups will notify the sender with details of the damage,786,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101971+00:00,Damage investigation currently in progress.,damage investigation currently in progress,690,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019711+00:00,Delivery Attempted,delivery attempted,63,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019712+00:00,Hazardous materials labeling is missing and is required for clearance. We are working to obtain this information.,hazardous materials labeling is missing and is required for clearance we are working to obtain this information,19,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019713+00:00,Import C.O.D. (ICOD) charges are due for this package. Online payment required at ups.com.,import c o d icod charges are due for this package online payment required at ups com,1486,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019716+00:00,Left at customer's location ,left at customer s location,2,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019717+00:00,"Merchandise missing, balance being returned. UPS will notify the sender with details of the damage.",merchandise missing balance being returned ups will notify the sender with details of the damage,1029,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101972+00:00,Other driver follow-up.,other driver follow up,8,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019722+00:00,Package found ,package found,7,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019723+00:00,Returned to sender ,returned to sender,2220,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019724+00:00,Return to shipper required for compliance reasons,return to shipper required for compliance reasons,633,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019725+00:00,Shipper release.,shipper release,5,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019727+00:00,Signed delivery notice.,signed delivery notice,293,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019729+00:00,SIGNED DELIVERY NOTICE.,signed delivery notice,292,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101973+00:00,The address has been corrected.,the address has been corrected,10,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019732+00:00,The billing option selected is not valid for this package.,the billing option selected is not valid for this package,2112,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019733+00:00,THE BILLING OPTION SELECTED IS NOT VALID FOR THIS PACKAGE.,the billing option selected is not valid for this package,1179,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019734+00:00,The commodity value of your package exceeds the limit we allow.,the commodity value of your package exceeds the limit we allow,1032,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019736+00:00,The company or receiver name is incorrect. We're working to contact the receiver for information.,the company or receiver name is incorrect we re working to contact the receiver for information,5,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019736+00:00,The contents of the package being returned do not match the description provided by the sender.,the contents of the package being returned do not match the description provided by the sender,5,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019737+00:00,The damaged merchandise is being held at an agent's location. UPS will notify the sender with details of the damage.,the damaged merchandise is being held at an agent s location ups will notify the sender with details of the damage,333,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019738+00:00,The damage inspection request has been reissued.,the damage inspection request has been reissued,588,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019741+00:00,THE DRIVER WAS NOT ABLE TO RECEIVE PAYMENT. A FINAL ATTEMPT WILL BE MADE THE NEXT BUSINESS DAY.,the driver was not able to receive payment a final attempt will be made the next business day,347,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019742+00:00,The floor number is either missing or incorrect. This may delay delivery. We're attempting to update the address.,the floor number is either missing or incorrect this may delay delivery we re attempting to update the address,368,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019743+00:00,/ The information requested has been obtained and the hold has been resolved.,/ the information requested has been obtained and the hold has been resolved,30,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019744+00:00,"The package contains an unauthorized tobacco commodity, and we are unable to complete the delivery.",the package contains an unauthorized tobacco commodity and we are unable to complete the delivery,74,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019745+00:00,The package has been sent to UPS Lost and Found.,the package has been sent to ups lost and found,354,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019747+00:00,The package is being processed for clearance.,the package is being processed for clearance,430,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101975+00:00,THE PACKAGE WAS GIVEN TO UPS AFTER THE CUTOFF TIME AND THE DELIVERY DATE MAY BE IMPACTED.,the package was given to ups after the cutoff time and the delivery date may be impacted,17,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019751+00:00,/ The receiver has acknowledged receipt of this package.,/ the receiver has acknowledged receipt of this package,57,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019752+00:00,The receiver has agreed to accept the delivery charges.,the receiver has agreed to accept the delivery charges,10,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019754+00:00,The receiver has moved. We're returning the package to the sender.,the receiver has moved we re returning the package to the sender,488,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019755+00:00,THE RECEIVER HAS MOVED. WE WILL DELIVER THE PACKAGE TO THE RECEIVER'S NEW ADDRESS.,the receiver has moved we will deliver the package to the receiver s new address,440,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019756+00:00,The receiver refused the package that requires a Package Release Code. The package will be returned to sender.,the receiver refused the package that requires a package release code the package will be returned to sender,7,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019756+00:00,THE RECEIVER REQUESTED THE PACKAGE BE REROUTED TO AN ALTERNATE LOCATION FOR CUSTOMER PICKUP.,the receiver requested the package be rerouted to an alternate location for customer pickup,8,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101976+00:00,The receiver requested UPS My Choice Authorize Shipment Release,the receiver requested ups my choice authorize shipment release,27,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019761+00:00,THE RECEIVER REQUESTED UPS MY CHOICE AUTHORIZE SHIPMENT RELEASE,the receiver requested ups my choice authorize shipment release,55,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019762+00:00,The recovery intercept was successfully completed.,the recovery intercept was successfully completed,54,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019764+00:00,There was a modification to the recovery intercept on this package.,there was a modification to the recovery intercept on this package,17,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019765+00:00,The sender requested that we return the package.,the sender requested that we return the package,2217,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019765+00:00,The street suffix is incorrect. This may delay delivery. We're attempting to update the address.,the street suffix is incorrect this may delay delivery we re attempting to update the address,8,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019767+00:00,The UPS Access Pointâ„¢ selected as part of your delivery change request is unavailable at this time.  Please select an alternate location for delivery.,the ups access point selected as part of your delivery change request is unavailable at this time please select an alternate location for delivery,96,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019768+00:00,The UPS SurePost package was misrouted. It is currently being transferred to the correct USPS office for final delivery.,the ups surepost package was misrouted it is currently being transferred to the correct usps office for final delivery,43,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101977+00:00,This delivery was made after the UPS service commitment time of 10:30 a.m.,this delivery was made after the ups service commitment time of 10 30 a m,20,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019772+00:00,This delivery was made after the UPS service commitment time of noon.,this delivery was made after the ups service commitment time of noon,183,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019773+00:00,This package was not picked up from the requested UPS facility and will be returned to the sender.,this package was not picked up from the requested ups facility and will be returned to the sender,399,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019774+00:00,Unable to contact customer at primary number.,unable to contact customer at primary number,21,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019777+00:00,"Unfortunately, a labor strike (unrelated to UPS) has prevented delivery of your package.",unfortunately a labor strike unrelated to ups has prevented delivery of your package,57,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019778+00:00,UPS has returned your package to the sender.,ups has returned your package to the sender,76984,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019781+00:00,UPS initiated contact with receiver to collect the import processing fee. Select Pay Now (where available).,ups initiated contact with receiver to collect the import processing fee select pay now where available,2592,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019782+00:00,UPS My ChoiceÂ® member's chosen UPS Access Pointâ„¢ preferences are not available.,ups my choice member s chosen ups access point preferences are not available,104,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019783+00:00,UPS printed and applied the shipping label.,ups printed and applied the shipping label,109,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019785+00:00,UPS will deliver your UPS Surepost package instead of the Post Office.,ups will deliver your ups surepost package instead of the post office,25,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019786+00:00,UPS will follow-up with the sender.,ups will follow up with the sender,117,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019787+00:00,UPS will redeliver to same address on day after Same Day Will Call request.,ups will redeliver to same address on day after same day will call request,5,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019789+00:00,We are returning the package to the sender as the receiver requested.,we are returning the package to the sender as the receiver requested,326,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019792+00:00,We have upgraded the package as requested by the receiver.,we have upgraded the package as requested by the receiver,20,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019793+00:00,WE'LL CONTACT THE SENDER OR RECEIVER BECAUSE SENDER/IMPORTER VALIDATION IS REQUIRED BY CUSTOMS BEFORE RELEASE.,we ll contact the sender or receiver because sender/importer validation is required by customs before release,43,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019794+00:00,We missed you again. We'll make a final attempt on the next business day.,we missed you again we ll make a final attempt on the next business day,33,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019796+00:00,We missed you. We are taking your package to a local UPS Access Pointâ„¢ next business day for customer pickup.,we missed you we are taking your package to a local ups access point next business day for customer pickup,665,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019798+00:00,WE'RE RETURNING THIS PACKAGE TO THE SENDER AS REQUESTED BY THE RECEIVER.,we re returning this package to the sender as requested by the receiver,421,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019799+00:00,We've left a notice about the package.,we ve left a notice about the package,2982,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2025-04-10T12:10:21.10198+00:00,We've left the package on one of our planes. This may cause a delay.,we ve left the package on one of our planes this may cause a delay,118,Not Matched
